station_id,state,t_s
S11,blocked,8185.949857930325
S11,working,8186.949857930325
S16,starved,8184.212157997575
S19,starved,8190.60939972493
S16,working,8200.212157997574
S19,working,8222.60939972493
S09,starved,8233.283417927541
S06,starved,8238.313863334219
S11,blocked,8244.949857930325
S17,starved,8251.862859207102
S11,working,8249.949857930325
S16,starved,8252.212157997574
S17,working,8259.862859207102
S06,working,8259.313863334219
S16,working,8264.212157997574
S02,blocked,8274.134132987176
S09,working,8278.283417927541
S02,starved,8277.134132987176
S01,working,8282.597017625889
S17,starved,8308.862859207102
S11,blocked,8306.949857930325
S06,starved,8306.313863334219
S11,working,8313.949857930325
S16,starved,8313.212157997574
S06,working,8317.313863334219
S17,working,8321.862859207102
S09,starved,8334.283417927541
S09,working,8337.283417927541
S16,working,8336.212157997574
S02,working,8342.134132987176
S17,starved,8367.862859207102
S11,blocked,8367.949857930325
S06,starved,8368.313863334219
S11,working,8375.949857930325
S06,working,8377.313863334219
S09,starved,8381.283417927541
S07,blocked,8384.823369680236
S16,starved,8386.212157997574
S02,starved,8389.134132987176
S17,working,8393.862859207102
S07,working,8393.823369680236
S09,working,8397.283417927541
S16,working,8397.212157997574
S19,blocked,8403.60939972493
S02,working,8402.134132987176
S19,working,8416.60939972493
S11,blocked,8422.949857930325
S06,starved,8427.313863334219
S11,working,8431.949857930325
S18,starved,8433.715957840852
S06,working,8435.313863334219
S07,blocked,8443.823369680236
S09,starved,8446.283417927541
S07,working,8444.823369680236
S16,starved,8444.212157997574
S09,working,8448.283417927541
S18,working,8457.715957840852
S16,working,8457.212157997574
S19,blocked,8472.60939972493
S06,starved,8485.313863334219
S19,working,8490.60939972493
S09,starved,8491.283417927541
S06,working,8494.313863334219
S07,blocked,8496.823369680236
S07,working,8497.823369680236
S09,working,8502.283417927541
S18,starved,8506.715957840852
S17,starved,8517.862859207102
S16,starved,8514.212157997574
S17,working,8523.862859207102
S18,working,8519.715957840852
S16,working,8523.212157997574
S19,blocked,8550.60939972493
S06,starved,8548.313863334219
S19,working,8556.60939972493
S07,blocked,8553.823369680236
S06,working,8554.313863334219
S09,starved,8561.283417927541
S07,working,8559.823369680236
S09,working,8563.283417927541
S18,starved,8570.715957840852
S16,starved,8571.212157997574
S16,working,8581.212157997574
S18,working,8584.715957840852
S09,starved,8611.283417927541
S07,blocked,8609.823369680236
S07,working,8614.823369680236
S09,working,8618.283417927541
S19,blocked,8622.60939972493
S17,starved,8627.862859207102
S16,starved,8631.212157997574
S17,working,8639.862859207102
S16,working,8646.212157997574
S09,starved,8667.283417927541
S09,working,8673.283417927541
S17,starved,8685.862859207102
S18,blocked,8688.715957840852
S17,working,8706.862859207102
S12,blocked,8713.226974598345
S09,starved,8718.283417927541
S12,working,8720.226974598345
S07,blocked,8727.823369680236
S07,working,8736.823369680236
S09,working,8741.283417927541
S17,starved,8757.862859207102
S17,working,8766.862859207102
S19,working,8786.60939972493
S18,working,8781.715957840852
S09,starved,8789.283417927541
S07,blocked,8798.823369680236
S16,starved,8804.212157997574
S16,working,8805.212157997574
S07,working,8808.823369680236
S05,down,8807.987751330109
S09,working,8813.283417927541
S18,blocked,8830.715957840852
S06,starved,8833.313863334219
S19,blocked,8847.60939972493
S16,starved,8854.212157997574
S07,blocked,8858.823369680236
S09,starved,8868.283417927541
S16,working,8868.212157997574
S07,working,8869.823369680236
S09,working,8874.283417927541
S19,working,8886.60939972493
S18,working,8881.715957840852
S11,blocked,8905.949857930325
S11,working,8907.949857930325
S16,starved,8916.212157997574
S09,starved,8920.283417927541
S07,blocked,8919.823369680236
S07,starved,8925.823369680236
S09,working,8929.283417927541
S16,working,8928.212157997574
S18,blocked,8935.715957840852
S19,blocked,8947.60939972493
S04,blocked,8948.875207670806
S11,blocked,8954.949857930325
S11,working,8961.949857930325
S19,working,8973.60939972493
S18,working,8968.715957840852
S09,starved,8982.283417927541
S09,working,8993.283417927541
S18,blocked,9022.715957840852
S19,blocked,9033.60939972493
S16,starved,9035.212157997574
S17,blocked,9046.862859207102
S16,working,9042.212157997574
S08,starved,9047.663842003307
S09,starved,9049.283417927541
S09,working,9051.283417927541
S11,blocked,9065.949857930325
S19,working,9071.60939972493
S18,working,9066.715957840852
S17,working,9071.862859207102
S11,working,9074.949857930325
S02,blocked,9080.134132987176
S16,starved,9088.212157997574
S09,starved,9102.283417927541
S05,working,9099.987751330109
S16,working,9103.212157997574
S01,blocked,9112.597017625889
S18,blocked,9115.715957840852
S17,blocked,9121.862859207102
S11,blocked,9122.949857930325
S19,blocked,9133.60939972493
S11,working,9133.949857930325
S04,working,9134.875207670806
S02,working,9134.134132987176
S01,working,9135.597017625889
S06,working,9140.313863334219
S16,starved,9157.212157997574
S19,working,9173.60939972493
S18,working,9168.715957840852
S17,working,9173.862859207102
S11,blocked,9181.949857930325
S16,working,9182.212157997574
S01,blocked,9191.597017625889
S02,blocked,9192.134132987176
S07,working,9193.823369680236
S02,working,9197.134132987176
S01,working,9198.597017625889
S19,blocked,9225.60939972493
S17,blocked,9229.862859207102
S11,working,9227.949857930325
S18,blocked,9226.715957840852
S16,starved,9229.212157997574
S06,starved,9239.313863334219
S16,working,9238.212157997574
S06,working,9241.313863334219
S19,working,9247.60939972493
S18,working,9242.715957840852
S17,working,9247.862859207102
S07,starved,9243.823369680236
S07,working,9244.823369680236
S02,blocked,9248.134132987176
S08,working,9249.663842003307
S02,working,9252.134132987176
S11,blocked,9264.949857930325
S11,starved,9285.949857930325
S17,blocked,9294.862859207102
S16,starved,9291.212157997574
S19,blocked,9297.60939972493
S18,blocked,9292.715957840852
S06,starved,9294.313863334219
S07,starved,9296.823369680236
S06,working,9298.313863334219
S07,working,9299.823369680236
S16,working,9302.212157997574
S01,blocked,9310.597017625889
S01,working,9317.597017625889
S09,working,9322.283417927541
S19,working,9334.60939972493
S18,working,9329.715957840852
S17,working,9334.862859207102
S06,starved,9353.313863334219
S16,starved,9355.212157997574
S06,working,9360.313863334219
S16,working,9365.212157997574
S17,blocked,9374.862859207102
S08,starved,9373.663842003307
S09,starved,9375.283417927541
S09,working,9377.283417927541
S19,blocked,9384.60939972493
S08,working,9382.663842003307
S18,blocked,9388.715957840852
S16,blocked,9421.212157997574
S01,blocked,9424.597017625889
S01,working,9426.597017625889
S19,working,9437.60939972493
S18,working,9432.715957840852
S17,working,9437.862859207102
S16,starved,9432.212157997574
S09,starved,9437.283417927541
S16,working,9438.212157997574
S08,starved,9441.663842003307
S11,working,9445.949857930325
S09,working,9445.283417927541
S12,starved,9447.226974598345
S02,blocked,9473.134132987176
S17,blocked,9481.862859207102
S02,working,9481.134132987176
S16,blocked,9485.212157997574
S18,blocked,9487.715957840852
S09,starved,9496.283417927541
S11,starved,9501.949857930325
S11,working,9504.949857930325
S19,blocked,9509.60939972493
S19,working,9510.60939972493
S18,working,9505.715957840852
S17,working,9510.862859207102
S16,starved,9505.212157997574
S12,working,9509.226974598345
S16,working,9506.212157997574
S08,working,9541.663842003307
S13,starved,9544.093088679838
S17,blocked,9552.862859207102
S16,blocked,9558.212157997574
S18,blocked,9559.715957840852
S12,starved,9571.226974598345
S19,blocked,9575.60939972493
S13,working,9570.093088679838
S06,blocked,9587.313863334219
S19,working,9591.60939972493
S18,working,9586.715957840852
S17,working,9591.862859207102
S16,working,9586.212157997574
S01,blocked,9590.597017625889
S01,working,9591.597017625889
S08,starved,9594.663842003307
S09,working,9597.283417927541
S12,working,9616.226974598345
S13,starved,9621.093088679838
S02,blocked,9633.134132987176
S06,working,9639.313863334219
S17,blocked,9643.862859207102
S16,blocked,9638.212157997574
S18,blocked,9642.715957840852
S08,working,9645.663842003307
S09,starved,9648.283417927541
S02,working,9648.134132987176
S11,starved,9654.949857930325
S19,blocked,9658.60939972493
S19,working,9676.60939972493
S18,working,9671.715957840852
S17,working,9676.862859207102
S16,working,9671.212157997574
S13,working,9682.093088679838
S01,blocked,9700.597017625889
S01,working,9706.597017625889
S11,working,9711.949857930325
S09,working,9717.283417927541
S16,blocked,9715.212157997574
S18,blocked,9721.715957840852
S19,blocked,9734.60939972493
S17,blocked,9736.862859207102
S12,starved,9739.226974598345
S01,blocked,9758.597017625889
S01,working,9763.597017625889
S11,starved,9764.949857930325
S09,starved,9765.283417927541
S19,working,9773.60939972493
S18,working,9768.715957840852
S17,working,9773.862859207102
S16,working,9768.212157997574
S12,working,9772.226974598345
S09,working,9779.283417927541
S13,starved,9796.093088679838
S17,blocked,9822.862859207102
S02,blocked,9820.134132987176
S07,blocked,9820.823369680236
S01,blocked,9822.597017625889
S16,blocked,9821.212157997574
S02,working,9825.134132987176
S01,working,9826.597017625889
S19,blocked,9833.60939972493
S07,working,9830.823369680236
S18,blocked,9830.715957840852
S11,working,9834.949857930325
S12,starved,9847.226974598345
S13,working,9847.093088679838
S19,working,9854.60939972493
S18,working,9849.715957840852
S17,working,9854.862859207102
S16,working,9849.212157997574
S11,starved,9876.949857930325
S02,blocked,9877.134132987176
S12,working,9882.226974598345
S01,blocked,9881.597017625889
S02,working,9892.134132987176
S01,working,9893.597017625889
S16,blocked,9898.212157997574
S11,working,9901.949857930325
S17,blocked,9905.862859207102
S19,blocked,9907.60939972493
S18,blocked,9907.715957840852
S12,down,9912.226974598345
S07,blocked,9932.823369680236
S09,starved,9941.283417927541
S19,working,9945.60939972493
S18,working,9940.715957840852
S16,working,9940.212157997574
S11,starved,9947.949857930325
S01,blocked,9948.597017625889
S07,working,9947.823369680236
S09,working,9952.283417927541
S01,working,9952.597017625889
S11,working,9959.949857930325
S18,down,9986.715957840852
S13,starved,9990.093088679838
S16,blocked,9994.212157997574
S07,blocked,9996.823369680236
S09,starved,10003.283417927541
S02,blocked,10002.134132987176
S07,working,10004.823369680236
S19,blocked,10009.60939972493
S09,working,10008.283417927541
S02,working,10013.134132987176
S19,working,10038.60939972493
S09,starved,10056.283417927541
S02,blocked,10061.134132987176
S07,blocked,10061.823369680236
S07,working,10062.823369680236
S09,working,10066.283417927541
S02,working,10067.134132987176
S11,blocked,10071.949857930325
S19,blocked,10097.60939972493
S07,blocked,10107.823369680236
S02,blocked,10112.134132987176
S09,starved,10116.283417927541
S07,working,10114.823369680236
S09,working,10118.283417927541
S02,working,10130.134132987176
S20,down,10133.941603291792
S18,working,10153.715957840852
S09,starved,10158.283417927541
S16,working,10161.212157997574
S09,working,10167.283417927541
S02,blocked,10177.134132987176
S02,working,10187.134132987176
S18,blocked,10209.715957840852
S09,starved,10215.283417927541
S16,blocked,10213.212157997574
S09,working,10229.283417927541
S06,blocked,10236.313863334219
S06,working,10237.313863334219
S02,blocked,10237.134132987176
S02,working,10248.134132987176
S09,starved,10276.283417927541
S12,working,10283.226974598345
S06,blocked,10290.313863334219
S07,blocked,10291.823369680236
S07,working,10297.823369680236
S06,working,10298.313863334219
S09,working,10303.283417927541
S11,working,10308.949857930325
S02,blocked,10309.134132987176
S13,working,10308.093088679838
S02,working,10311.134132987176
S07,blocked,10346.823369680236
S06,blocked,10347.313863334219
S11,blocked,10359.949857930325
S13,starved,10360.093088679838
S09,starved,10363.283417927541
S01,blocked,10363.597017625889
S07,working,10363.823369680236
S06,working,10364.313863334219
S09,working,10367.283417927541
S11,working,10368.949857930325
S02,blocked,10369.134132987176
S13,working,10369.093088679838
S02,working,10394.134132987176
S01,working,10395.597017625889
S06,blocked,10412.313863334219
S09,starved,10417.283417927541
S13,starved,10418.093088679838
S11,blocked,10421.949857930325
S09,working,10425.283417927541
S06,working,10425.313863334219
S11,working,10428.949857930325
S13,working,10428.093088679838
S02,blocked,10446.134132987176
S02,working,10453.134132987176
S07,blocked,10473.823369680236
S06,blocked,10474.313863334219
S09,starved,10477.283417927541
S07,working,10484.823369680236
S06,working,10485.313863334219
S09,working,10489.283417927541
S02,blocked,10501.134132987176
S02,working,10506.134132987176
S07,blocked,10528.823369680236
S11,blocked,10531.949857930325
S06,blocked,10533.313863334219
S07,working,10534.823369680236
S06,working,10535.313863334219
S20,working,10536.941603291792
S11,working,10539.949857930325
S02,blocked,10558.134132987176
S02,working,10559.134132987176
S19,working,10568.60939972493
S18,working,10563.715957840852
S16,working,10563.212157997574
S06,blocked,10591.313863334219
S07,blocked,10595.823369680236
S07,working,10597.823369680236
S06,working,10598.313863334219
S09,starved,10600.283417927541
S09,working,10601.283417927541
S05,down,10615.987751330109
S18,blocked,10622.715957840852
S16,blocked,10625.212157997574
S19,blocked,10636.60939972493
S19,working,10642.60939972493
S18,working,10637.715957840852
S16,working,10637.212157997574
S06,blocked,10640.313863334219
S09,blocked,10649.283417927541
S13,starved,10658.093088679838
S06,working,10665.313863334219
S13,working,10670.093088679838
S02,blocked,10673.134132987176
S01,blocked,10680.597017625889
S09,working,10682.283417927541
S19,blocked,10692.60939972493
S18,blocked,10689.715957840852
S16,blocked,10694.212157997574
S06,blocked,10705.313863334219
S06,starved,10728.313863334219
S09,blocked,10737.283417927541
S19,working,10740.60939972493
S18,working,10735.715957840852
S16,working,10735.212157997574
S09,working,10740.283417927541
S18,blocked,10778.715957840852
S13,starved,10782.093088679838
S16,blocked,10783.212157997574
S02,working,10788.134132987176
S01,working,10789.597017625889
S13,working,10790.093088679838
S19,blocked,10804.60939972493
S19,working,10818.60939972493
S18,working,10813.715957840852
S16,working,10813.212157997574
S13,starved,10834.093088679838
S01,blocked,10841.597017625889
S02,blocked,10844.134132987176
S13,working,10845.093088679838
S04,blocked,10855.875207670806
S18,blocked,10865.715957840852
S16,blocked,10865.212157997574
S19,blocked,10876.60939972493
S13,starved,10893.093088679838
S07,starved,10902.823369680236
S19,working,10914.60939972493
S18,working,10909.715957840852
S16,working,10909.212157997574
S09,blocked,10915.283417927541
S13,working,10914.093088679838
S09,working,10918.283417927541
S20,down,10957.941603291792
S18,blocked,10957.715957840852
S09,blocked,10966.283417927541
S16,blocked,10968.212157997574
S19,blocked,10976.60939972493
S09,working,10977.283417927541
S08,starved,10991.663842003307
S13,blocked,11010.093088679838
S09,blocked,11026.283417927541
S09,working,11033.283417927541
S05,working,11046.987751330109
S04,working,11055.875207670806
S02,working,11055.134132987176
S01,working,11056.597017625889
S06,working,11061.313863334219
S09,blocked,11084.283417927541
S09,starved,11093.283417927541
S01,blocked,11105.597017625889
S04,blocked,11112.875207670806
S02,blocked,11112.134132987176
S06,starved,11114.313863334219
S04,working,11114.875207670806
S02,working,11114.134132987176
S01,working,11115.597017625889
S07,working,11119.823369680236
S06,working,11120.313863334219
S11,blocked,11140.949857930325
S12,blocked,11156.226974598345
S02,blocked,11164.134132987176
S01,blocked,11168.597017625889
S04,blocked,11169.875207670806
S07,starved,11170.823369680236
S04,working,11171.875207670806
S02,working,11171.134132987176
S01,working,11172.597017625889
S06,starved,11172.313863334219
S08,working,11175.663842003307
S06,working,11176.313863334219
S07,working,11178.823369680236
S20,working,11189.941603291792
S01,blocked,11221.597017625889
S04,blocked,11227.875207670806
S02,blocked,11228.134132987176
S08,starved,11229.663842003307
S06,starved,11229.313863334219
S09,working,11233.283417927541
S04,working,11236.875207670806
S02,working,11236.134132987176
S01,working,11237.597017625889
S06,working,11241.313863334219
S08,working,11246.663842003307
S19,working,11251.60939972493
S18,working,11246.715957840852
S16,working,11246.212157997574
S13,working,11246.093088679838
S12,working,11250.226974598345
S11,working,11249.949857930325
S09,starved,11281.283417927541
S01,blocked,11288.597017625889
S12,blocked,11294.226974598345
S06,starved,11292.313863334219
S06,working,11293.313863334219
S19,blocked,11302.60939972493
S02,blocked,11300.134132987176
S11,blocked,11303.949857930325
S08,starved,11302.663842003307
S09,working,11306.283417927541
S18,blocked,11304.715957840852
S16,blocked,11304.212157997574
S13,blocked,11310.093088679838
S08,working,11314.663842003307
S06,starved,11344.313863334219
S06,working,11348.313863334219
S19,working,11357.60939972493
S18,working,11352.715957840852
S16,working,11352.212157997574
S13,working,11352.093088679838
S12,working,11356.226974598345
S11,working,11355.949857930325
S09,starved,11357.283417927541
S02,working,11381.134132987176
S01,working,11382.597017625889
S09,working,11390.283417927541
S06,starved,11399.313863334219
S06,working,11404.313863334219
S16,blocked,11409.212157997574
S13,blocked,11409.093088679838
S19,blocked,11415.60939972493
S18,blocked,11411.715957840852
S12,blocked,11425.226974598345
S19,working,11433.60939972493
S18,working,11428.715957840852
S16,working,11428.212157997574
S13,working,11428.093088679838
S12,working,11432.226974598345
S09,starved,11433.283417927541
S09,working,11442.283417927541
S06,starved,11451.313863334219
S06,working,11460.313863334219
S19,blocked,11480.60939972493
S16,blocked,11475.212157997574
S13,blocked,11480.093088679838
S11,blocked,11485.949857930325
S18,blocked,11483.715957840852
S12,blocked,11494.226974598345
S19,working,11516.60939972493
S18,working,11511.715957840852
S16,working,11511.212157997574
S13,working,11511.093088679838
S12,working,11515.226974598345
S11,working,11514.949857930325
S06,starved,11558.313863334219
S06,working,11560.313863334219
S16,blocked,11564.212157997574
S18,blocked,11565.715957840852
S12,blocked,11571.226974598345
S19,blocked,11574.60939972493
S11,blocked,11574.949857930325
S13,blocked,11575.093088679838
S19,working,11601.60939972493
S18,working,11596.715957840852
S16,working,11596.212157997574
S13,working,11596.093088679838
S12,working,11600.226974598345
S11,working,11599.949857930325
S06,starved,11606.313863334219
S08,starved,11610.663842003307
S08,working,11613.663842003307
S06,working,11614.313863334219
S16,blocked,11650.212157997574
S11,blocked,11653.949857930325
S13,blocked,11654.093088679838
S19,blocked,11660.60939972493
S18,blocked,11656.715957840852
S12,blocked,11663.226974598345
S06,starved,11661.313863334219
S08,starved,11667.663842003307
S08,working,11671.663842003307
S06,working,11671.313863334219
S05,down,11686.987751330109
S09,blocked,11708.283417927541
S06,starved,11724.313863334219
S04,blocked,11782.875207670806
S19,working,11791.60939972493
S18,working,11786.715957840852
S16,working,11786.212157997574
S08,blocked,11796.663842003307
S07,blocked,11817.823369680236
S16,blocked,11830.212157997574
S02,blocked,11832.134132987176
S18,blocked,11838.715957840852
S13,working,11844.093088679838
S12,working,11848.226974598345
S11,working,11847.949857930325
S09,working,11847.283417927541
S08,working,11846.663842003307
S07,starved,11845.823369680236
S19,blocked,11853.60939972493
S01,blocked,11861.597017625889
S19,working,11885.60939972493
S18,working,11880.715957840852
S16,working,11880.212157997574
S13,blocked,11891.093088679838
S09,blocked,11897.283417927541
S12,blocked,11902.226974598345
S05,working,11898.987751330109
S11,blocked,11904.949857930325
S08,blocked,11903.663842003307
S04,working,11919.875207670806
S02,working,11919.134132987176
S01,working,11920.597017625889
S06,working,11925.313863334219
S18,blocked,11932.715957840852
S16,blocked,11935.212157997574
S13,working,11941.093088679838
S12,working,11945.226974598345
S11,working,11944.949857930325
S09,working,11944.283417927541
S08,working,11943.663842003307
S19,blocked,11950.60939972493
S19,working,11967.60939972493
S18,working,11962.715957840852
S16,working,11962.212157997574
S03,blocked,11970.11313225531
S01,blocked,11975.597017625889
S06,starved,11979.313863334219
S02,blocked,11979.134132987176
S03,working,11980.11313225531
S02,working,11981.134132987176
S01,working,11982.597017625889
S06,working,11983.313863334219
S07,working,11986.823369680236
S09,blocked,11991.283417927541
S11,blocked,12004.949857930325
S13,blocked,12002.093088679838
S12,blocked,12006.226974598345
S13,working,12011.093088679838
S12,working,12015.226974598345
S11,working,12014.949857930325
S09,working,12014.283417927541
S18,blocked,12015.715957840852
S08,starved,12017.663842003307
S19,blocked,12028.60939972493
S16,blocked,12025.212157997574
S03,blocked,12029.11313225531
S01,blocked,12034.597017625889
S03,working,12033.11313225531
S01,working,12035.597017625889
S07,starved,12039.823369680236
S07,working,12040.823369680236
S19,working,12047.60939972493
S18,working,12042.715957840852
S16,working,12042.212157997574
S08,working,12045.663842003307
S13,blocked,12059.093088679838
S09,blocked,12062.283417927541
S11,blocked,12066.949857930325
S13,working,12065.093088679838
S11,working,12076.949857930325
S09,working,12076.283417927541
S03,blocked,12083.11313225531
S01,blocked,12086.597017625889
S02,blocked,12088.134132987176
S03,working,12096.11313225531
S02,working,12097.134132987176
S01,working,12098.597017625889
S18,blocked,12096.715957840852
S19,blocked,12103.60939972493
S16,blocked,12098.212157997574
S11,blocked,12129.949857930325
S09,blocked,12130.283417927541
S13,blocked,12128.093088679838
S19,working,12134.60939972493
S18,working,12129.715957840852
S16,working,12129.212157997574
S13,working,12129.093088679838
S11,working,12136.949857930325
S09,working,12136.283417927541
S02,blocked,12146.134132987176
S01,blocked,12148.597017625889
S03,blocked,12147.11313225531
S03,working,12155.11313225531
S02,working,12156.134132987176
S01,working,12157.597017625889
S16,blocked,12172.212157997574
S13,blocked,12173.093088679838
S18,blocked,12181.715957840852
S11,blocked,12185.949857930325
S09,blocked,12188.283417927541
S19,blocked,12194.60939972493
S12,blocked,12194.226974598345
S06,starved,12194.313863334219
S06,working,12196.313863334219
S01,blocked,12207.597017625889
S03,blocked,12208.11313225531
S03,working,12210.11313225531
S19,working,12217.60939972493
S18,working,12212.715957840852
S16,working,12212.212157997574
S13,working,12212.093088679838
S12,working,12216.226974598345
S11,working,12215.949857930325
S09,working,12215.283417927541
S01,working,12219.597017625889
S06,starved,12238.313863334219
S06,working,12251.313863334219
S19,blocked,12264.60939972493
S03,blocked,12260.11313225531
S09,blocked,12265.283417927541
S03,working,12265.11313225531
S18,blocked,12268.715957840852
S01,blocked,12274.597017625889
S16,blocked,12272.212157997574
S11,blocked,12275.949857930325
S13,blocked,12273.093088679838
S12,blocked,12279.226974598345
S08,blocked,12280.663842003307
S01,working,12282.597017625889
S19,working,12305.60939972493
S18,working,12300.715957840852
S16,working,12300.212157997574
S13,working,12300.093088679838
S12,working,12304.226974598345
S11,working,12303.949857930325
S09,working,12303.283417927541
S08,working,12302.663842003307
S06,starved,12304.313863334219
S06,working,12318.313863334219
S01,blocked,12341.597017625889
S11,blocked,12342.949857930325
S01,working,12348.597017625889
S19,blocked,12356.60939972493
S13,blocked,12351.093088679838
S09,blocked,12357.283417927541
S16,blocked,12355.212157997574
S12,blocked,12360.226974598345
S18,blocked,12360.715957840852
S03,blocked,12369.11313225531
S08,blocked,12374.663842003307
S07,blocked,12373.823369680236
S03,working,12374.11313225531
S06,starved,12378.313863334219
S06,working,12380.313863334219
S19,working,12405.60939972493
S18,working,12400.715957840852
S16,working,12400.212157997574
S13,working,12400.093088679838
S12,working,12404.226974598345
S11,working,12403.949857930325
S09,working,12403.283417927541
S08,working,12402.663842003307
S07,working,12401.823369680236
S03,blocked,12426.11313225531
S03,working,12435.11313225531
S08,blocked,12452.663842003307
S18,blocked,12452.715957840852
S01,blocked,12455.597017625889
S07,blocked,12454.823369680236
S13,blocked,12454.093088679838
S09,blocked,12457.283417927541
S19,blocked,12460.60939972493
S16,blocked,12458.212157997574
S11,blocked,12462.949857930325
S12,blocked,12465.226974598345
S01,working,12465.597017625889
S19,working,12487.60939972493
S18,working,12482.715957840852
S16,working,12482.212157997574
S13,working,12482.093088679838
S12,working,12486.226974598345
S11,working,12485.949857930325
S09,working,12485.283417927541
S08,working,12484.663842003307
S07,working,12483.823369680236
S06,starved,12485.313863334219
S03,blocked,12487.11313225531
S06,working,12499.313863334219
S03,working,12498.11313225531
S01,blocked,12512.597017625889
S01,working,12522.597017625889
S16,blocked,12532.212157997574
S07,blocked,12533.823369680236
S19,blocked,12538.60939972493
S11,blocked,12537.949857930325
S09,blocked,12539.283417927541
S13,blocked,12538.093088679838
S12,blocked,12543.226974598345
S06,starved,12546.313863334219
S18,blocked,12547.715957840852
S06,working,12557.313863334219
S08,blocked,12558.663842003307
S19,working,12580.60939972493
S18,working,12575.715957840852
S16,working,12575.212157997574
S13,working,12575.093088679838
S12,working,12579.226974598345
S11,working,12578.949857930325
S09,working,12578.283417927541
S08,working,12577.663842003307
S07,working,12576.823369680236
S03,blocked,12600.11313225531
S06,starved,12605.313863334219
S06,working,12609.313863334219
S03,working,12608.11313225531
S02,down,12617.134132987176
S08,blocked,12627.663842003307
S16,blocked,12626.212157997574
S18,blocked,12627.715957840852
S19,blocked,12634.60939972493
S09,blocked,12633.283417927541
S07,blocked,12633.823369680236
S12,blocked,12637.226974598345
S01,blocked,12636.597017625889
S11,blocked,12639.949857930325
S13,blocked,12642.093088679838
S03,blocked,12658.11313225531
S19,working,12665.60939972493
S18,working,12660.715957840852
S16,working,12660.212157997574
S13,working,12660.093088679838
S12,working,12664.226974598345
S11,working,12663.949857930325
S09,working,12663.283417927541
S08,working,12662.663842003307
S07,working,12661.823369680236
S06,starved,12666.313863334219
S03,working,12666.11313225531
S06,working,12671.313863334219
S07,blocked,12711.823369680236
S19,blocked,12716.60939972493
S09,blocked,12714.283417927541
S08,blocked,12713.663842003307
S16,blocked,12712.212157997574
S06,blocked,12715.313863334219
S18,blocked,12718.715957840852
S13,blocked,12719.093088679838
S11,blocked,12723.949857930325
S12,blocked,12725.226974598345
S03,blocked,12722.11313225531
S03,starved,12732.11313225531
S19,working,12752.60939972493
S18,working,12747.715957840852
S16,working,12747.212157997574
S13,working,12747.093088679838
S12,working,12751.226974598345
S11,working,12750.949857930325
S09,working,12750.283417927541
S08,working,12749.663842003307
S07,working,12748.823369680236
S06,working,12749.313863334219
S04,blocked,12792.875207670806
S09,blocked,12796.283417927541
S06,blocked,12796.313863334219
S11,blocked,12798.949857930325
S19,blocked,12803.60939972493
S08,blocked,12804.663842003307
S18,blocked,12803.715957840852
S16,blocked,12803.212157997574
S04,working,12805.875207670806
S12,blocked,12817.226974598345
S07,blocked,12815.823369680236
S13,blocked,12825.093088679838
S19,working,12848.60939972493
S18,working,12843.715957840852
S16,working,12843.212157997574
S13,working,12843.093088679838
S12,working,12847.226974598345
S11,working,12846.949857930325
S09,working,12846.283417927541
S08,working,12845.663842003307
S07,working,12844.823369680236
S06,working,12845.313863334219
S06,blocked,12889.313863334219
S13,blocked,12892.093088679838
S09,blocked,12896.283417927541
S18,blocked,12894.715957840852
S16,blocked,12896.212157997574
S07,blocked,12899.823369680236
S12,blocked,12904.226974598345
S08,blocked,12903.663842003307
S19,blocked,12909.60939972493
S11,blocked,12911.949857930325
S04,blocked,12919.875207670806
S04,working,12927.875207670806
S19,working,12932.60939972493
S18,working,12927.715957840852
S16,working,12927.212157997574
S13,working,12927.093088679838
S12,working,12931.226974598345
S11,working,12930.949857930325
S09,working,12930.283417927541
S08,working,12929.663842003307
S07,working,12928.823369680236
S06,working,12929.313863334219
S11,blocked,12973.949857930325
S09,blocked,12978.283417927541
S16,blocked,12978.212157997574
S13,blocked,12979.093088679838
S06,blocked,12981.313863334219
S07,blocked,12982.823369680236
S19,blocked,12987.60939972493
S18,blocked,12982.715957840852
S08,blocked,12984.663842003307
S12,blocked,12987.226974598345
S04,starved,12988.875207670806
S19,working,13099.60939972493
S18,working,13094.715957840852
S16,working,13094.212157997574
S13,working,13094.093088679838
S12,working,13098.226974598345
S11,working,13097.949857930325
S09,working,13097.283417927541
S08,working,13096.663842003307
S07,working,13095.823369680236
S06,working,13096.313863334219
S02,working,13118.134132987176
S01,working,13121.597017625889
S03,working,13121.11313225531
S06,blocked,13146.313863334219
S13,blocked,13145.093088679838
S12,blocked,13150.226974598345
S08,blocked,13149.663842003307
S11,blocked,13153.949857930325
S07,blocked,13151.823369680236
S18,blocked,13152.715957840852
S16,blocked,13153.212157997574
S09,blocked,13157.283417927541
S19,blocked,13161.60939972493
S19,working,13167.60939972493
S18,working,13162.715957840852
S16,working,13162.212157997574
S13,working,13162.093088679838
S12,working,13166.226974598345
S11,working,13165.949857930325
S09,working,13165.283417927541
S08,working,13164.663842003307
S07,working,13163.823369680236
S06,working,13164.313863334219
S01,blocked,13170.597017625889
S03,starved,13174.11313225531
S01,working,13177.597017625889
S04,working,13178.875207670806
S03,working,13178.11313225531
S07,blocked,13208.823369680236
S16,blocked,13208.212157997574
S09,blocked,13217.283417927541
S13,blocked,13215.093088679838
S18,blocked,13216.715957840852
S19,blocked,13223.60939972493
