buffer_id,level,capacity,t_s
B11,0,2,3213
B19,1,3,3216
B18,0,2,3216
B19,0,3,3226
B09,1,3,3240
B08,1,2,3242
B08,0,2,3245
B17,1,3,3249
B07,1,1,3251
B06,0,2,3251
B16,1,2,3252
B16,0,2,3255
B07,0,1,3256
B10,1,2,3259
B09,0,3,3259
B18,1,2,3261
B17,0,3,3261
B06,1,2,3261
B05,1,3,3261
B14,1,3,3263
B13,0,3,3263
B05,0,3,3264
B04,1,3,3266
B03,2,3,3266
B03,3,3,3266
B02,1,2,3266
B02,2,2,3266
B01,0,1,3266
B01,1,1,3266
B19,1,3,3267
B18,0,2,3267
B13,1,3,3267
B15,1,1,3269
B14,0,3,3269
B04,0,3,3269
B15,0,1,3275
B12,1,2,3276
B19,0,3,3278
B12,0,2,3279
B11,1,2,3282
B10,0,2,3282
B11,0,2,3288
B09,1,3,3294
B07,1,1,3297
B06,0,2,3297
B17,1,3,3310
B18,1,2,3314
B17,0,3,3314
B08,1,2,3315
B07,0,1,3315
B10,1,2,3317
B09,0,3,3317
B08,0,2,3317
B06,1,2,3319
B05,1,3,3325
B16,1,2,3329
B19,1,3,3330
B18,0,2,3330
B14,1,3,3330
B13,0,3,3330
B05,0,3,3330
B16,0,2,3332
B11,1,2,3334
B10,0,2,3334
B04,1,3,3334
B03,2,3,3334
B03,3,3,3334
B02,1,2,3334
B02,2,2,3334
B01,0,1,3334
B01,1,1,3334
B04,0,3,3337
B19,0,3,3338
B12,1,2,3343
B11,0,2,3343
B13,1,3,3345
B07,1,1,3345
B06,0,2,3345
B12,0,2,3346
B18,1,2,3370
B09,1,3,3371
B08,1,2,3374
B07,0,1,3374
B08,0,2,3377
B17,1,3,3381
B10,1,2,3381
B09,0,3,3381
B11,1,2,3382
B19,1,3,3384
B18,0,2,3384
B10,0,2,3384
B14,2,3,3386
B13,0,3,3386
B17,0,3,3387
B06,1,2,3389
B19,0,3,3391
B12,1,2,3393
B11,0,2,3393
B07,1,1,3393
B06,0,2,3394
B04,1,3,3397
B03,2,3,3397
B03,3,3,3397
B02,1,2,3397
B02,2,2,3397
B01,0,1,3397
B05,1,3,3405
B04,0,3,3405
B13,1,3,3407
B12,0,2,3407
B01,1,1,3407
B05,0,3,3411
B11,1,2,3426
B08,1,2,3427
B07,0,1,3427
B09,1,3,3432
B08,0,2,3432
B10,1,2,3434
B10,0,2,3437
B09,0,3,3438
B07,1,1,3446
B18,1,2,3448
B19,1,3,3449
B19,0,3,3452
B18,0,2,3453
B14,3,3,3454
B13,0,3,3454
B04,1,3,3459
B03,2,3,3459
B03,3,3,3459
B02,1,2,3459
B02,2,2,3459
B01,0,1,3459
B01,1,1,3460
B12,1,2,3461
B11,0,2,3461
B05,1,3,3462
B04,0,3,3463
B06,1,2,3469
B05,0,3,3469
B13,1,3,3472
B12,0,2,3472
B06,0,2,3474
B11,1,2,3479
B09,1,3,3484
B08,1,2,3485
B07,0,1,3485
B08,0,2,3487
B10,1,2,3497
B09,0,3,3497
B10,0,2,3500
B19,1,3,3510
B15,1,1,3510
B14,2,3,3510
B04,1,3,3510
B03,2,3,3510
B14,3,3,3512
B13,0,3,3512
B12,1,2,3512
B11,0,2,3512
B15,0,1,3515
B19,0,3,3517
B06,1,2,3517
B03,3,3,3517
B02,1,2,3517
B02,2,2,3517
B01,0,1,3517
B01,1,1,3517
B05,1,3,3523
B04,0,3,3523
B05,0,3,3528
B07,1,1,3531
B06,0,2,3531
B13,1,3,3533
B12,0,2,3533
B09,1,3,3540
B08,1,2,3543
B07,0,1,3543
B08,0,2,3545
B11,1,2,3549
B10,1,2,3557
B09,0,3,3557
B10,0,2,3560
B16,1,2,3567
B16,0,2,3569
B12,1,2,3570
B11,0,2,3570
B15,1,1,3571
B14,2,3,3571
B05,1,3,3572
B14,3,3,3574
B13,0,3,3574
B15,0,1,3576
B13,1,3,3577
B12,0,2,3577
B04,1,3,3577
B03,2,3,3577
B03,3,3,3577
B02,1,2,3577
B02,2,2,3577
B01,0,1,3577
B01,1,1,3577
B04,0,3,3580
B07,1,1,3582
B06,1,2,3588
B05,0,3,3588
B06,0,2,3594
B08,1,2,3601
B07,0,1,3601
B09,1,3,3603
B08,0,2,3603
B17,1,3,3607
B17,0,3,3612
B11,1,2,3617
B10,1,2,3622
B09,0,3,3622
B13,2,3,3624
B10,0,2,3625
B16,1,2,3629
B12,1,2,3631
B11,0,2,3631
B16,0,2,3632
B15,1,1,3634
B14,2,3,3634
B12,0,2,3635
B05,1,3,3635
B15,0,1,3639
B14,3,3,3639
B13,1,3,3639
B06,1,2,3642
B05,0,3,3642
B04,1,3,3651
B03,2,3,3651
B03,3,3,3651
B02,1,2,3651
B02,2,2,3651
B01,0,1,3651
B01,1,1,3651
B04,0,3,3654
B07,1,1,3657
B06,0,2,3657
B09,1,3,3658
B18,1,2,3662
B08,1,2,3665
B07,0,1,3665
B18,0,2,3667
B08,0,2,3669
B11,1,2,3674
B10,1,2,3675
B09,0,3,3675
B10,0,2,3677
B15,1,1,3686
B14,2,3,3686
B17,1,3,3687
B13,2,3,3687
B17,0,3,3692
B16,1,2,3693
B15,0,1,3693
B12,1,2,3694
B11,0,2,3694
B06,1,2,3694
B16,0,2,3695
B14,3,3,3697
B13,1,3,3697
B12,0,2,3698
B04,1,3,3710
B03,2,3,3710
B03,3,3,3710
B02,1,2,3710
B02,2,2,3710
B01,0,1,3710
B01,1,1,3710
B19,1,3,3713
B07,1,1,3714
B06,0,2,3714
B09,1,3,3717
B19,0,3,3718
B11,1,2,3720
B10,1,2,3731
B09,0,3,3731
B08,1,2,3732
B07,0,1,3732
B10,0,2,3734
B08,0,2,3735
B05,1,3,3740
B04,0,3,3740
B18,1,2,3743
B05,0,3,3745
B18,0,2,3747
B17,1,3,3747
B12,1,2,3748
B11,0,2,3748
B16,1,2,3749
B13,2,3,3749
B12,0,2,3752
B17,0,3,3753
B16,0,2,3753
B15,1,1,3753
B14,2,3,3753
B15,0,1,3757
B14,3,3,3762
B13,1,3,3762
B04,1,3,3773
B03,2,3,3773
B03,3,3,3773
B02,1,2,3773
B02,2,2,3773
B01,0,1,3773
B01,1,1,3773
B07,1,1,3781
B08,1,2,3786
B07,0,1,3787
B09,1,3,3789
B08,0,2,3789
B10,1,2,3790
B05,1,3,3792
B04,0,3,3792
B09,0,3,3793
B17,1,3,3796
B13,2,3,3799
B06,1,2,3802
B05,0,3,3802
B18,1,2,3803
B17,0,3,3803
B19,1,3,3804
B18,0,2,3807
B06,0,2,3808
B19,0,3,3809
B12,1,2,3811
B12,0,2,3814
B15,1,1,3815
B14,2,3,3815
B16,1,2,3818
B15,0,1,3819
B16,0,2,3821
B04,1,3,3826
B03,2,3,3826
B03,3,3,3826
B02,1,2,3826
B02,2,2,3832
B01,0,1,3832
B01,1,1,3832
B14,3,3,3833
B13,1,3,3833
B09,1,3,3840
B10,2,2,3843
B09,0,3,3845
B05,1,3,3845
B04,0,3,3845
B08,1,2,3846
B08,0,2,3848
B06,1,2,3848
B05,0,3,3852
B18,1,2,3854
B19,1,3,3862
B18,0,2,3862
B19,0,3,3867
B13,2,3,3867
B16,1,2,3871
B15,1,1,3871
B14,2,3,3871
B17,1,3,3875
B16,0,2,3875
B15,0,1,3876
B07,1,1,3879
B06,0,2,3879
B17,0,3,3880
B04,1,3,3880
B03,2,3,3880
B03,3,3,3880
B02,1,2,3880
B07,0,1,3884
B02,2,2,3891
B01,0,1,3891
B01,1,1,3893
B09,1,3,3895
B14,3,3,3896
B13,1,3,3896
B05,1,3,3899
B04,0,3,3899
B06,1,2,3905
B05,0,3,3905
B19,1,3,3906
B16,1,2,3919
B19,0,3,3921
B11,1,2,3924
B10,1,2,3924
B10,2,2,3924
B09,0,3,3924
B11,0,2,3930
B17,1,3,3931
B16,0,2,3931
B07,1,1,3932
B06,0,2,3932
B15,1,1,3933
B14,2,3,3933
B18,1,2,3934
B17,0,3,3936
B18,0,2,3938
B15,0,1,3939
B04,1,3,3946
B03,2,3,3946
B03,3,3,3946
B02,1,2,3946
B06,1,2,3951
B14,3,3,3952
B13,0,3,3952
B05,1,3,3957
B04,0,3,3957
B08,1,2,3958
B07,0,1,3958
B02,2,2,3958
B01,0,1,3958
B01,1,1,3958
B08,0,2,3960
B05,0,3,3962
B19,0,3,3973
B11,1,2,3976
B10,1,2,3976
B07,1,1,3979
B06,0,2,3979
B10,2,2,3984
B18,1,2,3985
B17,1,3,3987
B12,1,2,3987
B11,0,2,3987
B16,1,2,3988
B16,0,2,3991
B12,0,2,3991
B19,1,3,3993
B18,0,2,3993
B17,0,3,3993
B15,1,1,4001
B14,2,3,4001
B04,1,3,4002
B03,2,3,4002
B03,3,3,4002
B02,1,2,4002
B02,2,2,4002
B01,0,1,4002
B15,0,1,4006
B01,1,1,4010
B09,1,3,4011
B06,1,2,4013
B14,3,3,4014
B05,1,3,4014
B04,0,3,4014
B09,0,3,4018
B05,0,3,4020
B08,1,2,4022
B07,0,1,4022
B08,0,2,4024
B19,0,3,4032
B11,1,2,4032
B10,1,2,4032
B07,1,1,4033
B06,0,2,4033
B17,1,3,4034
B19,1,3,4041
B12,1,2,4044
B11,0,2,4044
B13,1,3,4048
B12,0,2,4048
B13,0,3,4052
B18,1,2,4061
B17,0,3,4061
B16,1,2,4064
B04,1,3,4064
B03,2,3,4064
B03,3,3,4064
B02,1,2,4064
B02,2,2,4064
B01,0,1,4064
B01,1,1,4064
B18,0,2,4065
B15,1,1,4066
B14,2,3,4066
B16,0,2,4067
B06,1,2,4070
B15,0,1,4071
B09,1,3,4075
B19,0,3,4079
B05,1,3,4079
B04,0,3,4079
B08,1,2,4083
B07,0,1,4083
B05,0,3,4084
B08,0,2,4086
B10,2,2,4088
B09,0,3,4088
B07,1,1,4097
B06,0,2,4097
B13,1,3,4103
B11,1,2,4103
B10,1,2,4103
B18,1,2,4111
B14,3,3,4115
B13,0,3,4115
B04,1,3,4116
B03,2,3,4116
B19,1,3,4118
B18,0,2,4118
B15,1,1,4121
B14,2,3,4121
B03,3,3,4121
B02,1,2,4121
B02,2,2,4121
B01,0,1,4121
B16,1,2,4124
B15,0,1,4125
B17,1,3,4126
B16,0,2,4127
B01,1,1,4128
B19,0,3,4129
B17,0,3,4130
B05,1,3,4130
B04,0,3,4130
B08,1,2,4131
B07,0,1,4131
B06,1,2,4137
B05,0,3,4137
B10,2,2,4144
B09,1,3,4149
B08,0,2,4149
B11,2,2,4153
B10,1,2,4153
B09,0,3,4155
B07,1,1,4158
B06,0,2,4158
B19,1,3,4170
B16,1,2,4170
B04,1,3,4172
B03,2,3,4172
B03,3,3,4175
B02,1,2,4175
B14,3,3,4177
B17,1,3,4180
B16,0,2,4180
B02,2,2,4180
B01,0,1,4180
B01,1,1,4180
B18,1,2,4182
B17,0,3,4184
B08,1,2,4184
B07,0,1,4184
B18,0,2,4186
B05,1,3,4186
B04,0,3,4186
B15,1,1,4187
B14,2,3,4187
B19,0,3,4190
B15,0,1,4192
B06,1,2,4196
B05,0,3,4196
B09,1,3,4201
B08,0,2,4201
B10,2,2,4216
B09,0,3,4216
B04,1,3,4219
B03,2,3,4219
B07,1,1,4223
B06,0,2,4223
B03,3,3,4229
B02,1,2,4229
B02,2,2,4232
B01,0,1,4232
B01,1,1,4232
B17,1,3,4233
B18,1,2,4243
B17,0,3,4243
B16,1,2,4245
B16,0,2,4247
B06,1,2,4248
B08,1,2,4250
B07,0,1,4250
B05,1,3,4252
B04,0,3,4252
B09,1,3,4254
B08,0,2,4254
B05,0,3,4257
B15,1,1,4262
B14,1,3,4262
B15,0,1,4268
B12,1,2,4284
B11,1,2,4284
B11,2,2,4284
B10,1,2,4284
B10,2,2,4284
B09,0,3,4284
B07,1,1,4284
B06,0,2,4284
B12,0,2,4287
B04,1,3,4287
B03,2,3,4287
B03,3,3,4287
B02,1,2,4287
B02,2,2,4287
B01,0,1,4287
B01,1,1,4288
B18,2,2,4295
B17,1,3,4298
B17,0,3,4302
B09,1,3,4303
B05,1,3,4304
B04,0,3,4304
B08,1,2,4305
B07,0,1,4305
B08,0,2,4308
B06,1,2,4308
B05,0,3,4309
B15,1,1,4320
B14,0,3,4320
B07,1,1,4334
B06,0,2,4334
B13,1,3,4340
B13,0,3,4345
B12,1,2,4346
B11,1,2,4346
B11,2,2,4346
B10,1,2,4346
B10,2,2,4346
B09,0,3,4346
B12,0,2,4349
B04,1,3,4349
B03,2,3,4349
B03,3,3,4349
B02,1,2,4349
B02,2,2,4349
B01,0,1,4349
B01,1,1,4349
B08,1,2,4354
B07,0,1,4354
B16,1,2,4356
B15,0,1,4356
B16,0,2,4359
B09,1,3,4360
B08,0,2,4360
B06,1,2,4360
B05,1,3,4362
B04,0,3,4362
B05,0,3,4367
B15,1,1,4381
B07,1,1,4390
B06,0,2,4390
B13,1,3,4398
B12,1,2,4400
B11,1,2,4400
B12,0,2,4403
B04,1,3,4403
B03,2,3,4403
B03,3,3,4403
B02,1,2,4403
B02,2,2,4403
B01,0,1,4403
B01,1,1,4403
B16,1,2,4407
B15,0,1,4407
B08,1,2,4411
B07,0,1,4411
B11,2,2,4412
B10,1,2,4412
B10,2,2,4412
B09,0,3,4412
B09,1,3,4413
B08,0,2,4414
B17,1,3,4417
B16,0,2,4417
B14,1,3,4418
B13,0,3,4418
B14,0,3,4421
B05,1,3,4421
B04,0,3,4421
B06,1,2,4424
B05,0,3,4426
B19,1,3,4436
B18,1,2,4436
B18,2,2,4436
B17,0,3,4436
B07,1,1,4439
B06,0,2,4439
B19,0,3,4442
B09,2,3,4454
B12,1,2,4458
B11,1,2,4458
B04,1,3,4464
B03,2,3,4464
B03,3,3,4464
B02,1,2,4464
B02,2,2,4464
B01,0,1,4464
B01,1,1,4464
B13,1,3,4468
B12,0,2,4468
B16,1,2,4470
B08,1,2,4473
B07,0,1,4473
B08,0,2,4476
B06,1,2,4479
B15,1,1,4480
B14,1,3,4480
B13,0,3,4480
B14,0,3,4482
B15,0,1,4484
B05,1,3,4486
B04,0,3,4486
B19,1,3,4491
B18,1,2,4491
B18,2,2,4491
B05,0,3,4491
B19,0,3,4495
B07,1,1,4501
B06,0,2,4501
B12,1,2,4514
B11,0,2,4514
B04,1,3,4519
B03,2,3,4519
B03,3,3,4519
B02,1,2,4519
B02,2,2,4519
B01,0,1,4519
B01,1,1,4520
B13,1,3,4523
B12,0,2,4523
B09,3,3,4527
B08,1,2,4531
B07,0,1,4531
B08,0,2,4535
B15,1,1,4540
B16,2,2,4542
B06,1,2,4542
B15,0,1,4544
B14,1,3,4544
B13,0,3,4544
B05,1,3,4544
B04,0,3,4544
B14,0,3,4547
B05,0,3,4550
B19,1,3,4563
B18,1,2,4563
B19,0,3,4568
B12,1,2,4571
B08,1,2,4574
B04,1,3,4576
B03,2,3,4576
B03,3,3,4577
B02,1,2,4577
B02,2,2,4577
B01,0,1,4577
B01,1,1,4577
B13,1,3,4583
B12,0,2,4583
B07,1,1,4584
B06,0,2,4584
B07,0,1,4591
B05,1,3,4603
B04,0,3,4603
B06,1,2,4604
B15,1,1,4605
B05,0,3,4608
B14,1,3,4610
B13,0,3,4610
B14,0,3,4612
B19,1,3,4614
B18,0,2,4614
B19,0,3,4619
B11,1,2,4630
B10,1,2,4630
B10,2,2,4630
B09,2,3,4630
B09,3,3,4630
B08,0,2,4630
B11,0,2,4634
B07,1,1,4634
B06,0,2,4634
B04,1,3,4635
B03,2,3,4635
B13,1,3,4645
B08,1,2,4653
B07,0,1,4653
B06,1,2,4657
B05,1,3,4662
B04,0,3,4662
B05,0,3,4668
B14,1,3,4670
B13,0,3,4670
B19,0,3,4675
B19,1,3,4677
B11,1,2,4684
B10,1,2,4684
B10,2,2,4684
B09,2,3,4684
B09,3,3,4687
B08,0,2,4687
B03,3,3,4687
B02,1,2,4687
B02,2,2,4687
B01,0,1,4687
B01,1,1,4687
B04,1,3,4688
B03,2,3,4688
B07,1,1,4694
B06,0,2,4694
B12,1,2,4697
B11,0,2,4697
B12,0,2,4700
B06,1,2,4711
B05,1,3,4716
B04,0,3,4716
B08,1,2,4720
B07,0,1,4720
B05,0,3,4722
B14,2,3,4728
B19,0,3,4733
B03,3,3,4735
B02,1,2,4735
B11,1,2,4742
B10,1,2,4742
B10,2,2,4742
B09,2,3,4742
B09,3,3,4742
B08,0,2,4742
B04,1,3,4744
B03,2,3,4744
B02,2,2,4746
B01,0,1,4746
B13,1,3,4748
B01,1,1,4751
B13,0,3,4752
B07,1,1,4752
B06,0,2,4752
B12,1,2,4764
B11,0,2,4764
B12,0,2,4767
B08,1,2,4776
B07,0,1,4776
B05,1,3,4780
B04,0,3,4780
B11,1,2,4784
B10,1,2,4784
B06,1,2,4786
B05,0,3,4786
B03,3,3,4786
B02,1,2,4786
B19,0,3,4794
B04,1,3,4798
B03,2,3,4798
B10,2,2,4800
B09,2,3,4800
B09,3,3,4800
B08,0,2,4800
B14,3,3,4808
B02,2,2,4812
B01,0,1,4812
B01,1,1,4812
B12,1,2,4818
B11,0,2,4818
B07,1,1,4818
B06,0,2,4818
B13,1,3,4820
B12,0,2,4821
B13,0,3,4824
B17,1,3,4828
B16,1,2,4828
B16,2,2,4828
B15,0,1,4828
B15,1,1,4828
B14,2,3,4828
B06,1,2,4830
B17,0,3,4834
B11,1,2,4838
B10,1,2,4838
B08,1,2,4838
B07,0,1,4838
B05,1,3,4840
B04,0,3,4840
B05,0,3,4846
B04,1,3,4852
B03,1,3,4852
B10,2,2,4856
B09,2,3,4856
B09,3,3,4856
B08,0,2,4856
B03,2,3,4865
B02,1,2,4865
B02,2,2,4865
B01,0,1,4865
B01,1,1,4865
B07,1,1,4866
B06,0,2,4866
B13,1,3,4870
B12,1,2,4880
B11,0,2,4880
B17,1,3,4881
B16,1,2,4881
B16,2,2,4881
B15,0,1,4881
B12,0,2,4883
B15,1,1,4884
B14,1,3,4884
B14,2,3,4886
B13,0,3,4886
B11,1,2,4887
B10,1,2,4887
B18,1,2,4888
B17,0,3,4888
B08,1,2,4891
B07,0,1,4891
B18,0,2,4892
B05,1,3,4898
B04,0,3,4898
B06,1,2,4900
B05,0,3,4902
B10,2,2,4907
B09,2,3,4907
B09,3,3,4907
B08,0,2,4907
B04,1,3,4910
B03,1,3,4910
B03,2,3,4916
B02,1,2,4916
B02,2,2,4916
B01,0,1,4916
B01,1,1,4922
B07,1,1,4925
B06,0,2,4925
B11,2,2,4926
B10,1,2,4926
B13,1,3,4935
B17,1,3,4938
B16,1,2,4938
B16,2,2,4938
B15,0,1,4938
B18,1,2,4940
B19,1,3,4941
B17,0,3,4943
B15,1,1,4943
B14,1,3,4943
B12,1,2,4944
B11,1,2,4944
B19,0,3,4945
B18,0,2,4945
B14,2,3,4945
B13,0,3,4945
B12,0,2,4947
B08,1,2,4950
B07,0,1,4950
B10,2,2,4959
B09,2,3,4959
B09,3,3,4961
B08,0,2,4961
B05,1,3,4965
B04,0,3,4965
B03,3,3,4969
B02,1,2,4969
B04,1,3,4971
B03,2,3,4971
B02,2,2,4974
B01,0,1,4974
B01,1,1,4974
B11,2,2,4979
B10,1,2,4979
B17,1,3,4983
B16,1,2,4983
B18,1,2,4992
B17,0,3,4992
B06,1,2,4992
B05,0,3,4992
B16,2,2,4994
B15,0,1,4994
B07,1,1,4994
B13,1,3,4998
B12,1,2,4999
B11,1,2,4999
B06,0,2,4999
B12,0,2,5002
B19,1,3,5005
B18,0,2,5005
B14,3,3,5005
B13,0,3,5005
B15,1,1,5006
B14,2,3,5006
B19,0,3,5008
B10,2,2,5011
B09,2,3,5011
B09,3,3,5011
B08,1,2,5017
B07,0,1,5017
B08,0,2,5019
B03,3,3,5022
B02,1,2,5022
B05,1,3,5024
B04,0,3,5024
B11,2,2,5028
B10,1,2,5028
B02,2,2,5031
B01,0,1,5031
B01,1,1,5034
B04,1,3,5035
B03,2,3,5035
B17,1,3,5036
B16,1,2,5036
B13,1,3,5047
B18,1,2,5050
B17,0,3,5050
B06,1,2,5050
B05,0,3,5050
B16,2,2,5051
B15,0,1,5051
B19,1,3,5054
B18,0,2,5055
B07,1,1,5058
B06,0,2,5058
B19,0,3,5059
B12,1,2,5059
B11,1,2,5059
B12,0,2,5062
B10,2,2,5062
B09,2,3,5062
B09,3,3,5063
B15,1,1,5068
B14,1,3,5068
B14,2,3,5070
B13,0,3,5070
B03,3,3,5077
B02,1,2,5077
B17,1,3,5079
B16,1,2,5079
B05,1,3,5080
B04,0,3,5080
B08,1,2,5082
B07,0,1,5082
B08,0,2,5085
B11,2,2,5087
B10,1,2,5087
B04,1,3,5092
B03,2,3,5092
B18,1,2,5100
B17,0,3,5100
B06,1,2,5102
B05,0,3,5102
B16,2,2,5104
B15,0,1,5104
B13,1,3,5109
B19,1,3,5114
B18,0,2,5114
B12,1,2,5117
B11,1,2,5117
B10,2,2,5119
B09,2,3,5119
B12,0,2,5120
B07,1,1,5122
B06,0,2,5122
B03,3,3,5128
B02,0,2,5128
B14,3,3,5129
B13,0,3,5129
B05,1,3,5130
B04,0,3,5130
B19,0,3,5132
B15,1,1,5137
B14,2,3,5137
B11,2,2,5137
B10,1,2,5137
B08,1,2,5137
B07,0,1,5137
B17,1,3,5139
B16,1,2,5139
B09,3,3,5142
B08,0,2,5142
B04,1,3,5148
B03,2,3,5148
B18,1,2,5149
B17,0,3,5149
B16,2,2,5153
B15,0,1,5153
B06,1,2,5163
B05,0,3,5163
B19,1,3,5165
B18,0,2,5165
B12,1,2,5177
B11,1,2,5177
B10,2,2,5177
B09,2,3,5177
B05,1,3,5180
B04,0,3,5180
B17,1,3,5183
B16,1,2,5183
B07,1,1,5184
B06,0,2,5184
B19,0,3,5186
B13,1,3,5186
B12,0,2,5186
B14,3,3,5189
B13,0,3,5190
B03,3,3,5190
B11,2,2,5195
B10,1,2,5195
B02,1,2,5196
B01,0,1,5196
B01,1,1,5196
B09,3,3,5198
B08,1,2,5199
B07,0,1,5199
B02,0,2,5199
B15,1,1,5202
B14,2,3,5202
B08,0,2,5202
B04,1,3,5204
B03,2,3,5204
B18,1,2,5207
B17,0,3,5207
B06,1,2,5208
B05,0,3,5208
B16,2,2,5212
B15,0,1,5212
B19,1,3,5216
B18,0,2,5216
B05,1,3,5225
B04,0,3,5225
B07,1,1,5230
B06,0,2,5230
B10,2,2,5231
B09,2,3,5231
B19,0,3,5234
B17,1,3,5235
B16,1,2,5235
B12,1,2,5236
B11,1,2,5236
B13,1,3,5242
B12,0,2,5242
B11,2,2,5248
B10,1,2,5248
B02,1,2,5248
B01,0,1,5248
B09,3,3,5249
B08,1,2,5251
B07,0,1,5251
B08,0,2,5253
B14,3,3,5254
B13,0,3,5254
B18,1,2,5255
B17,0,3,5255
B03,3,3,5255
B02,0,2,5255
B01,1,1,5255
B06,1,2,5256
B05,0,3,5256
B04,1,3,5259
B03,2,3,5259
B16,2,2,5263
B15,1,1,5272
B14,2,3,5272
B17,1,3,5276
B16,1,2,5276
B15,0,1,5278
B05,1,3,5279
B04,0,3,5279
B19,1,3,5284
B18,0,2,5284
B07,1,1,5285
B06,0,2,5285
B10,2,2,5292
B09,2,3,5292
B02,1,2,5295
B01,0,1,5295
B12,1,2,5297
B11,1,2,5297
B09,3,3,5298
B13,1,3,5300
B12,0,2,5300
B11,2,2,5300
B10,1,2,5300
B18,1,2,5302
B17,0,3,5302
B19,0,3,5303
B03,3,3,5304
B02,0,2,5304
B06,1,2,5307
B05,0,3,5307
B04,1,3,5311
B03,2,3,5311
B01,1,1,5314
B08,1,2,5316
B07,0,1,5316
B17,1,3,5317
B16,0,2,5317
B08,0,2,5318
B14,3,3,5325
B13,0,3,5325
B16,1,2,5330
B05,1,3,5331
B04,0,3,5331
B15,1,1,5334
B14,2,3,5334
B19,1,3,5335
B18,0,2,5335
B15,0,1,5337
B07,1,1,5338
B06,0,2,5338
B02,1,2,5342
B01,0,1,5342
B10,2,2,5349
B09,2,3,5349
B12,1,2,5355
B11,1,2,5355
B11,2,2,5355
B10,1,2,5355
B18,1,2,5357
B17,0,3,5357
B03,3,3,5358
B02,0,2,5358
B13,1,3,5359
B12,0,2,5359
B17,1,3,5362
B16,0,2,5362
B01,1,1,5373
B04,1,3,5375
B03,2,3,5375
B19,0,3,5379
B09,3,3,5380
B08,1,2,5384
B07,0,1,5384
B08,0,2,5386
B14,3,3,5390
B13,0,3,5390
B05,2,3,5390
B04,0,3,5390
B19,1,3,5393
B18,0,2,5393
B16,1,2,5393
B15,1,1,5394
B14,2,3,5394
B15,0,1,5399
B02,1,2,5402
B01,0,1,5402
B07,1,1,5406
B10,2,2,5407
B09,2,3,5407
B03,3,3,5410
B02,0,2,5410
B18,1,2,5411
B17,0,3,5411
B12,1,2,5413
B11,1,2,5413
B11,2,2,5413
B10,1,2,5413
B17,1,3,5414
B16,0,2,5414
B13,1,3,5425
B12,0,2,5425
B01,1,1,5426
B06,1,2,5428
B05,1,3,5428
B06,0,2,5433
B09,3,3,5438
B04,1,3,5438
B03,2,3,5438
B14,3,3,5442
B13,0,3,5442
B05,2,3,5442
B04,0,3,5442
B08,1,2,5444
B07,0,1,5444
B08,0,2,5446
B16,1,2,5448
B19,1,3,5449
B02,1,2,5450
B01,0,1,5450
B19,2,3,5454
B18,0,2,5454
B15,1,1,5454
B14,2,3,5454
B15,0,1,5459
B03,3,3,5463
B02,0,2,5463
B18,1,2,5466
B17,0,3,5466
B12,1,2,5467
B11,1,2,5467
B11,2,2,5468
B10,0,2,5468
B17,1,3,5470
B16,0,2,5470
B10,1,2,5471
B09,2,3,5471
B01,1,1,5475
B13,1,3,5477
B12,0,2,5477
B06,1,2,5481
B05,1,3,5481
B07,1,1,5489
B06,0,2,5489
B08,1,2,5494
B04,1,3,5494
B03,2,3,5494
B09,3,3,5495
B07,0,1,5495
B08,0,2,5496
B05,2,3,5497
B04,0,3,5497
B02,1,2,5501
B01,0,1,5501
B19,1,3,5505
B19,2,3,5508
B18,0,2,5508
B14,3,3,5508
B13,0,3,5508
B16,1,2,5511
B15,1,1,5511
B14,2,3,5511
B03,3,3,5514
B02,0,2,5514
B15,0,1,5515
B12,1,2,5520
B11,1,2,5520
B11,2,2,5520
B10,0,2,5520
B10,1,2,5524
B09,2,3,5524
B01,1,1,5524
B18,1,2,5525
B17,0,3,5525
B17,1,3,5526
B16,0,2,5526
B13,1,3,5527
B12,0,2,5527
B06,1,2,5531
B05,1,3,5531
B09,3,3,5537
B07,1,1,5551
B06,0,2,5551
B05,2,3,5551
B02,1,2,5553
B01,0,1,5553
B04,1,3,5556
B03,2,3,5556
B19,1,3,5557
B04,0,3,5559
B08,1,2,5561
B07,0,1,5561
B08,0,2,5563
B19,2,3,5565
B18,0,2,5565
B03,3,3,5570
B02,0,2,5570
B16,1,2,5572
B01,1,1,5572
B14,3,3,5575
B13,0,3,5575
B13,1,3,5575
B17,2,3,5578
B16,0,2,5578
B18,1,2,5579
B17,1,3,5579
B15,1,1,5580
B14,2,3,5580
B10,2,2,5580
B09,2,3,5580
B12,1,2,5583
B11,1,2,5583
B11,2,2,5583
B10,1,2,5583
B06,1,2,5585
B05,1,3,5585
B15,0,1,5586
B12,0,2,5586
B07,1,1,5594
B06,0,2,5594
B09,3,3,5605
B19,1,3,5608
B02,1,2,5611
B01,0,1,5611
B19,2,3,5618
B18,0,2,5618
B04,1,3,5621
B03,2,3,5621
B03,3,3,5621
B02,0,2,5621
B08,1,2,5624
B07,0,1,5624
B05,2,3,5626
B04,0,3,5626
B08,0,2,5627
B17,2,3,5629
B01,1,1,5630
B18,1,2,5632
B17,1,3,5632
B10,2,2,5633
B09,2,3,5633
B14,3,3,5638
B13,0,3,5638
B06,1,2,5639
B05,1,3,5639
B13,1,3,5640
B07,1,1,5642
B12,1,2,5643
B11,1,2,5643
B11,2,2,5643
