vin,station_id,event,t_s
V000046,S13,out,4045.0930886798374
V000048,S12,in,4045.226974598345
V000047,S12,out,4045.226974598345
V000039,S18,out,4058.7159578408528
V000040,S18,in,4058.7159578408528
V000041,S16,out,4061.2121579975746
V000062,S03,out,4062.1131322553097
V000063,S03,in,4062.1131322553097
V000065,S02,out,4063.134132987175
V000066,S02,in,4063.134132987175
V000059,S04,in,4063.875207670805
V000058,S04,out,4063.875207670805
V000067,S01,out,4064.5970176258893
V000068,S01,in,4064.5970176258893
V000039,S19,in,4067.6093997249295
V000042,S16,in,4068.2121579975746
V000056,S06,out,4069.313863334219
V000041,S17,in,4069.8628592071013
V000052,S09,out,4075.283417927542
V000037,S20,out,4076.9416032917934
V000038,S20,in,4076.9416032917934
V000057,S05,out,4076.9877513301085
V000058,S05,in,4076.9877513301085
V000053,S08,out,4082.6638420033064
V000054,S08,in,4082.6638420033064
V000057,S06,in,4083.313863334219
V000053,S09,in,4086.283417927542
V000056,S07,in,4095.823369680236
V000055,S07,out,4095.823369680236
V000047,S13,out,4100.093088679838
V000049,S11,out,4103.949857930325
V000050,S11,in,4103.949857930325
V000040,S18,out,4108.715957840853
V000060,S04,in,4115.875207670805
V000059,S04,out,4115.875207670805
V000064,S03,in,4119.113132255309
V000063,S03,out,4119.113132255309
V000067,S02,in,4120.134132987175
V000066,S02,out,4120.134132987175
V000040,S19,in,4120.60939972493
V000039,S19,out,4120.60939972493
V000042,S16,out,4121.212157997575
V000043,S16,in,4122.212157997575
V000039,S20,in,4126.941603291793
V000038,S20,out,4126.941603291793
V000041,S18,in,4127.715957840853
V000059,S05,in,4127.987751330109
V000058,S05,out,4127.987751330109
V000069,S01,in,4128.59701762589
V000068,S01,out,4128.59701762589
V000041,S17,out,4128.862859207102
V000042,S17,in,4129.862859207102
V000055,S08,in,4130.663842003307
V000054,S08,out,4130.663842003307
V000058,S06,in,4136.31386333422
V000057,S06,out,4136.31386333422
V000054,S09,in,4149.283417927542
V000053,S09,out,4149.283417927542
V000051,S11,in,4153.949857930325
V000050,S11,out,4153.949857930325
V000057,S07,in,4156.823369680235
V000056,S07,out,4156.823369680235
V000043,S16,out,4167.212157997575
V000060,S04,out,4171.875207670805
V000061,S04,in,4171.875207670805
V000040,S19,out,4172.60939972493
V000064,S03,out,4173.113132255309
V000065,S03,in,4173.113132255309
V000068,S02,in,4179.134132987175
V000067,S02,out,4179.134132987175
V000041,S18,out,4179.715957840853
V000070,S01,in,4180.59701762589
V000069,S01,out,4180.59701762589
V000042,S18,in,4181.715957840853
V000043,S17,in,4182.862859207102
V000042,S17,out,4182.862859207102
V000056,S08,in,4183.663842003307
V000055,S08,out,4183.663842003307
V000059,S05,out,4183.987751330109
V000060,S05,in,4183.987751330109
V000040,S20,in,4187.941603291793
V000039,S20,out,4187.941603291793
V000041,S19,in,4188.60939972493
V000044,S16,in,4189.212157997575
V000058,S06,out,4195.31386333422
V000059,S06,in,4195.31386333422
V000054,S09,out,4201.283417927542
V000055,S09,in,4201.283417927542
V000061,S04,out,4218.875207670805
V000062,S04,in,4218.875207670805
V000057,S07,out,4221.823369680235
V000058,S07,in,4221.823369680235
V000065,S03,out,4227.113132255309
V000066,S03,in,4227.113132255309
V000069,S02,in,4231.134132987175
V000068,S02,out,4231.134132987175
V000070,S01,out,4232.59701762589
V000071,S01,in,4232.59701762589
V000043,S17,out,4235.862859207102
V000042,S18,out,4240.715957840853
V000043,S18,in,4240.715957840853
V000044,S16,out,4242.212157997575
V000040,S20,out,4245.941603291793
V000059,S06,out,4247.31386333422
V000056,S08,out,4249.663842003307
V000057,S08,in,4249.663842003307
V000044,S17,in,4249.862859207102
V000060,S05,out,4249.987751330109
V000061,S05,in,4249.987751330109
V000055,S09,out,4254.283417927542
V000056,S09,in,4254.283417927542
V000060,S06,in,4256.31386333422
V000045,S16,in,4265.212157997575
V000058,S07,out,4282.823369680235
V000059,S07,in,4282.823369680235
V000048,S13,in,4284.093088679838
V000052,S11,in,4284.949857930325
V000051,S11,out,4284.949857930325
V000066,S03,out,4285.113132255309
V000067,S03,in,4285.113132255309
V000048,S12,out,4285.226974598345
V000049,S12,in,4285.226974598345
V000070,S02,in,4286.134132987175
V000069,S02,out,4286.134132987175
V000062,S04,out,4286.875207670805
V000063,S04,in,4286.875207670805
V000072,S01,in,4288.59701762589
V000071,S01,out,4288.59701762589
V000043,S18,out,4292.715957840853
V000044,S18,in,4299.715957840853
V000044,S17,out,4300.862859207102
V000062,S05,in,4301.987751330109
V000061,S05,out,4301.987751330109
V000056,S09,out,4303.283417927542
V000057,S08,out,4304.663842003307
V000058,S08,in,4304.663842003307
V000060,S06,out,4307.31386333422
V000057,S09,in,4308.283417927542
V000061,S06,in,4308.31386333422
V000059,S07,out,4332.823369680235
V000060,S07,in,4332.823369680235
V000048,S13,out,4337.093088679838
V000049,S13,in,4346.093088679838
V000052,S11,out,4346.949857930325
V000053,S11,in,4346.949857930325
V000068,S03,in,4347.113132255309
V000067,S03,out,4347.113132255309
V000049,S12,out,4347.226974598345
V000050,S12,in,4347.226974598345
V000071,S02,in,4348.134132987175
V000070,S02,out,4348.134132987175
V000063,S04,out,4348.875207670805
V000064,S04,in,4348.875207670805
V000073,S01,in,4349.59701762589
V000072,S01,out,4349.59701762589
V000045,S16,out,4353.212157997575
V000046,S16,in,4353.212157997575
V000059,S08,in,4353.663842003307
V000058,S08,out,4353.663842003307
V000061,S06,out,4359.31386333422
V000062,S05,out,4359.987751330109
V000063,S05,in,4359.987751330109
V000058,S09,in,4360.283417927542
V000057,S09,out,4360.283417927542
V000045,S17,in,4361.862859207102
V000062,S06,in,4366.31386333422
V000060,S07,out,4388.823369680235
V000061,S07,in,4388.823369680235
V000049,S13,out,4395.093088679838
V000050,S13,in,4400.093088679838
V000068,S03,out,4401.113132255309
V000069,S03,in,4401.113132255309
V000050,S12,out,4401.226974598345
V000051,S12,in,4401.226974598345
V000071,S02,out,4402.134132987175
V000072,S02,in,4402.134132987175
V000064,S04,out,4402.875207670805
V000065,S04,in,4402.875207670805
V000073,S01,out,4403.59701762589
V000074,S01,in,4403.59701762589
V000046,S16,out,4404.212157997575
V000047,S16,in,4404.212157997575
V000059,S08,out,4410.663842003307
V000060,S08,in,4410.663842003307
V000054,S11,in,4412.949857930325
V000053,S11,out,4412.949857930325
V000058,S09,out,4413.283417927542
V000059,S09,in,4414.283417927542
V000064,S05,in,4418.987751330109
V000063,S05,out,4418.987751330109
V000046,S17,in,4419.862859207102
V000045,S17,out,4419.862859207102
V000062,S06,out,4423.31386333422
V000063,S06,in,4425.31386333422
V000044,S18,out,4433.715957840853
V000045,S18,in,4433.715957840853
V000061,S07,out,4437.823369680235
V000062,S07,in,4437.823369680235
V000041,S19,out,4438.60939972493
V000042,S19,in,4438.60939972493
V000041,S20,in,4439.941603291793
V000059,S09,out,4454.283417927542
V000052,S12,in,4459.226974598345
V000051,S12,out,4459.226974598345
V000070,S03,in,4462.113132255309
V000069,S03,out,4462.113132255309
V000073,S02,in,4463.134132987175
V000072,S02,out,4463.134132987175
V000065,S04,out,4463.875207670805
V000066,S04,in,4463.875207670805
V000075,S01,in,4464.59701762589
V000074,S01,out,4464.59701762589
V000051,S13,in,4465.093088679838
V000050,S13,out,4465.093088679838
V000047,S16,out,4467.212157997575
V000060,S08,out,4472.663842003307
V000061,S08,in,4472.663842003307
V000060,S09,in,4476.283417927542
V000063,S06,out,4478.31386333422
V000048,S16,in,4481.212157997575
V000065,S05,in,4483.987751330109
V000064,S05,out,4483.987751330109
V000045,S18,out,4488.715957840853
V000041,S20,out,4489.941603291793
V000064,S06,in,4490.31386333422
V000042,S20,in,4492.941603291793
V000043,S19,in,4493.60939972493
V000042,S19,out,4493.60939972493
V000062,S07,out,4499.823369680235
V000063,S07,in,4499.823369680235
V000053,S12,in,4515.226974598345
V000052,S12,out,4515.226974598345
V000071,S03,in,4517.113132255309
V000070,S03,out,4517.113132255309
V000074,S02,in,4518.134132987175
V000073,S02,out,4518.134132987175
V000067,S04,in,4518.875207670805
V000066,S04,out,4518.875207670805
V000051,S13,out,4520.093088679838
V000052,S13,in,4520.093088679838
V000076,S01,in,4520.59701762589
V000075,S01,out,4520.59701762589
V000060,S09,out,4527.283417927542
V000062,S08,in,4530.663842003307
V000061,S08,out,4530.663842003307
V000061,S09,in,4535.283417927542
V000048,S16,out,4539.212157997575
V000042,S20,out,4540.941603291793
V000049,S16,in,4541.212157997575
V000064,S06,out,4541.31386333422
V000066,S05,in,4541.987751330109
V000065,S05,out,4541.987751330109
V000065,S06,in,4549.31386333422
V000044,S19,in,4565.60939972493
V000043,S19,out,4565.60939972493
V000043,S20,in,4565.941603291793
V000053,S12,out,4572.226974598345
V000062,S08,out,4573.663842003307
V000072,S03,in,4575.113132255309
V000071,S03,out,4575.113132255309
V000067,S04,out,4575.875207670805
V000068,S04,in,4575.875207670805
V000074,S02,out,4576.134132987175
V000075,S02,in,4576.134132987175
V000077,S01,in,4577.59701762589
V000076,S01,out,4577.59701762589
V000052,S13,out,4580.093088679838
V000053,S13,in,4580.093088679838
V000063,S07,out,4582.823369680235
V000064,S07,in,4582.823369680235
V000063,S08,in,4590.663842003307
V000066,S05,out,4600.987751330109
V000067,S05,in,4600.987751330109
V000065,S06,out,4603.31386333422
V000066,S06,in,4607.31386333422
V000044,S19,out,4616.60939972493
V000045,S19,in,4616.60939972493
V000043,S20,out,4616.941603291793
V000044,S20,in,4616.941603291793
V000062,S09,in,4630.283417927542
V000061,S09,out,4630.283417927542
V000055,S11,in,4630.949857930325
V000054,S11,out,4630.949857930325
V000065,S07,in,4632.823369680235
V000064,S07,out,4632.823369680235
V000068,S04,out,4634.875207670805
V000054,S12,in,4635.226974598345
V000053,S13,out,4642.093088679838
V000063,S08,out,4652.663842003307
V000064,S08,in,4652.663842003307
V000066,S06,out,4656.31386333422
V000067,S05,out,4659.987751330109
V000068,S05,in,4659.987751330109
V000067,S06,in,4667.31386333422
V000031,S20,in,4672.941603291793
V000044,S20,out,4672.941603291793
V000045,S19,out,4679.60939972493
V000055,S11,out,4684.949857930325
V000056,S11,in,4684.949857930325
V000073,S03,in,4685.113132255309
V000072,S03,out,4685.113132255309
V000076,S02,in,4686.134132987175
V000075,S02,out,4686.134132987175
V000062,S09,out,4687.283417927542
V000063,S09,in,4687.283417927542
V000078,S01,in,4687.59701762589
V000077,S01,out,4687.59701762589
V000070,S04,in,4687.875207670805
V000069,S04,out,4687.875207670805
V000066,S07,in,4692.823369680235
V000065,S07,out,4692.823369680235
V000054,S13,in,4697.093088679838
V000054,S12,out,4698.226974598345
V000055,S12,in,4698.226974598345
V000067,S06,out,4710.31386333422
V000068,S05,out,4713.987751330109
V000069,S05,in,4713.987751330109
V000065,S08,in,4719.663842003307
V000064,S08,out,4719.663842003307
V000068,S06,in,4721.31386333422
V000031,S20,out,4730.941603291793
V000045,S20,in,4730.941603291793
V000073,S03,out,4733.113132255309
V000074,S03,in,4733.113132255309
V000063,S09,out,4742.283417927542
V000064,S09,in,4742.283417927542
V000056,S11,out,4742.949857930325
V000057,S11,in,4742.949857930325
V000071,S04,in,4743.875207670805
V000070,S04,out,4743.875207670805
V000054,S13,out,4745.093088679838
V000076,S02,out,4745.134132987175
V000077,S02,in,4745.134132987175
V000066,S07,out,4750.823369680235
V000067,S07,in,4750.823369680235
V000078,S01,out,4751.59701762589
V000079,S01,in,4751.59701762589
V000055,S13,in,4764.093088679838
V000055,S12,out,4765.226974598345
V000056,S12,in,4765.226974598345
V000065,S08,out,4775.663842003307
V000066,S08,in,4775.663842003307
V000069,S05,out,4777.987751330109
V000070,S05,in,4777.987751330109
V000074,S03,out,4784.113132255309
V000075,S03,in,4784.113132255309
V000057,S11,out,4784.949857930325
V000058,S11,in,4784.949857930325
V000068,S06,out,4785.31386333422
V000069,S06,in,4785.31386333422
V000045,S20,out,4791.941603291793
V000027,S20,in,4791.941603291793
V000071,S04,out,4797.875207670805
V000072,S04,in,4797.875207670805
V000064,S09,out,4800.283417927542
V000065,S09,in,4800.283417927542
V000077,S02,out,4811.134132987175
V000078,S02,in,4811.134132987175
V000079,S01,out,4812.59701762589
V000080,S01,in,4812.59701762589
V000068,S07,in,4816.823369680235
V000067,S07,out,4816.823369680235
V000055,S13,out,4817.093088679838
V000056,S13,in,4818.093088679838
V000057,S12,in,4819.226974598345
V000056,S12,out,4819.226974598345
V000049,S16,out,4825.212157997575
V000050,S16,in,4825.212157997575
V000069,S06,out,4829.31386333422
V000046,S17,out,4830.862859207102
V000047,S17,in,4830.862859207102
V000046,S18,in,4831.715957840853
V000066,S08,out,4837.663842003307
V000067,S08,in,4837.663842003307
V000071,S05,in,4837.987751330109
V000070,S05,out,4837.987751330109
V000058,S11,out,4838.949857930325
V000059,S11,in,4838.949857930325
V000027,S20,out,4842.941603291793
V000070,S06,in,4845.31386333422
V000072,S04,out,4851.875207670805
V000073,S04,in,4851.875207670805
V000065,S09,out,4856.283417927542
V000066,S09,in,4856.283417927542
V000075,S03,out,4863.113132255309
V000076,S03,in,4863.113132255309
V000078,S02,out,4864.134132987175
V000079,S02,in,4864.134132987175
V000068,S07,out,4864.823369680235
V000069,S07,in,4864.823369680235
V000080,S01,out,4865.59701762589
V000081,S01,in,4865.59701762589
V000056,S13,out,4867.093088679838
V000050,S16,out,4878.212157997575
V000051,S16,in,4878.212157997575
V000057,S13,in,4880.093088679838
V000057,S12,out,4881.226974598345
V000058,S12,in,4881.226974598345
V000048,S17,in,4883.862859207102
V000047,S17,out,4883.862859207102
V000046,S18,out,4885.715957840853
V000047,S18,in,4885.715957840853
V000059,S11,out,4887.949857930325
V000060,S11,in,4887.949857930325
V000067,S08,out,4890.663842003307
V000068,S08,in,4890.663842003307
V000046,S19,in,4894.60939972493
V000072,S05,in,4895.987751330109
V000071,S05,out,4895.987751330109
V000070,S06,out,4899.31386333422
V000071,S06,in,4901.31386333422
V000067,S09,in,4907.283417927542
V000066,S09,out,4907.283417927542
V000073,S04,out,4909.875207670805
V000074,S04,in,4909.875207670805
V000077,S03,in,4914.113132255309
V000076,S03,out,4914.113132255309
V000079,S02,out,4915.134132987175
V000080,S02,in,4915.134132987175
V000082,S01,in,4922.59701762589
V000081,S01,out,4922.59701762589
V000070,S07,in,4923.823369680235
V000069,S07,out,4923.823369680235
V000061,S11,in,4926.949857930325
V000060,S11,out,4926.949857930325
V000057,S13,out,4932.093088679838
V000051,S16,out,4935.212157997575
V000052,S16,in,4935.212157997575
V000047,S18,out,4937.715957840853
V000048,S18,in,4940.715957840853
V000048,S17,out,4940.862859207102
V000049,S17,in,4940.862859207102
V000046,S20,in,4942.941603291793
V000046,S19,out,4943.60939972493
V000058,S13,in,4944.093088679838
V000059,S12,in,4945.226974598345
V000058,S12,out,4945.226974598345
V000047,S19,in,4947.60939972493
V000068,S08,out,4949.663842003307
V000069,S08,in,4949.663842003307
V000068,S09,in,4961.283417927542
V000067,S09,out,4961.283417927542
V000072,S05,out,4962.987751330109
V000073,S05,in,4962.987751330109
V000077,S03,out,4967.113132255309
V000078,S03,in,4967.113132255309
V000074,S04,out,4970.875207670805
V000075,S04,in,4970.875207670805
V000080,S02,out,4973.134132987175
V000081,S02,in,4973.134132987175
V000082,S01,out,4974.59701762589
V000083,S01,in,4974.59701762589
V000061,S11,out,4979.949857930325
V000062,S11,in,4979.949857930325
V000049,S17,out,4985.862859207102
V000050,S17,in,4985.862859207102
V000046,S20,out,4985.941603291793
V000048,S18,out,4989.715957840853
V000049,S18,in,4989.715957840853
V000053,S16,in,4991.212157997575
V000052,S16,out,4991.212157997575
V000072,S06,in,4991.31386333422
V000071,S06,out,4991.31386333422
V000070,S07,out,4992.823369680235
V000058,S13,out,4995.093088679838
V000071,S07,in,4997.823369680235
V000059,S13,in,4999.093088679838
V000059,S12,out,5000.226974598345
V000060,S12,in,5000.226974598345
V000047,S20,in,5005.941603291793
V000048,S19,in,5007.60939972493
V000047,S19,out,5007.60939972493
V000068,S09,out,5011.283417927542
V000069,S08,out,5016.663842003307
V000070,S08,in,5016.663842003307
V000069,S09,in,5019.283417927542
V000079,S03,in,5020.113132255309
V000078,S03,out,5020.113132255309
V000074,S05,in,5021.987751330109
V000073,S05,out,5021.987751330109
V000063,S11,in,5028.949857930325
V000062,S11,out,5028.949857930325
V000082,S02,in,5030.134132987175
V000081,S02,out,5030.134132987175
V000084,S01,in,5034.59701762589
V000083,S01,out,5034.59701762589
V000076,S04,in,5034.875207670805
V000075,S04,out,5034.875207670805
V000050,S17,out,5038.862859207102
V000051,S17,in,5038.862859207102
V000059,S13,out,5044.093088679838
V000050,S18,in,5047.715957840853
V000049,S18,out,5047.715957840853
V000053,S16,out,5048.212157997575
V000054,S16,in,5048.212157997575
V000072,S06,out,5049.31386333422
V000073,S06,in,5049.31386333422
V000047,S20,out,5055.941603291793
V000048,S19,out,5056.60939972493
V000071,S07,out,5056.823369680235
V000072,S07,in,5056.823369680235
V000048,S20,in,5056.941603291793
V000049,S19,in,5057.60939972493
V000060,S13,in,5059.093088679838
V000061,S12,in,5060.226974598345
V000060,S12,out,5060.226974598345
V000069,S09,out,5063.283417927542
V000079,S03,out,5075.113132255309
V000080,S03,in,5075.113132255309
V000074,S05,out,5077.987751330109
V000075,S05,in,5077.987751330109
V000070,S08,out,5081.663842003307
V000071,S08,in,5081.663842003307
V000051,S17,out,5081.862859207102
V000052,S17,in,5081.862859207102
V000070,S09,in,5085.283417927542
V000064,S11,in,5087.949857930325
V000063,S11,out,5087.949857930325
V000076,S04,out,5091.875207670805
V000077,S04,in,5091.875207670805
V000051,S18,in,5097.715957840853
V000050,S18,out,5097.715957840853
V000054,S16,out,5101.212157997575
V000055,S16,in,5101.212157997575
V000073,S06,out,5101.31386333422
V000074,S06,in,5101.31386333422
V000060,S13,out,5106.093088679838
V000049,S19,out,5116.60939972493
V000050,S19,in,5116.60939972493
V000061,S13,in,5117.093088679838
V000062,S12,in,5118.226974598345
V000061,S12,out,5118.226974598345
V000072,S07,out,5120.823369680235
V000073,S07,in,5120.823369680235
V000080,S03,out,5126.113132255309
V000081,S03,in,5126.113132255309
V000075,S05,out,5127.987751330109
V000076,S05,in,5127.987751330109
V000048,S20,out,5129.941603291793
V000049,S20,in,5129.941603291793
V000072,S08,in,5136.663842003307
V000071,S08,out,5136.663842003307
V000065,S11,in,5137.949857930325
V000064,S11,out,5137.949857930325
V000052,S17,out,5141.862859207102
V000053,S17,in,5141.862859207102
V000071,S09,in,5142.283417927542
V000070,S09,out,5142.283417927542
V000052,S18,in,5146.715957840853
V000051,S18,out,5146.715957840853
V000078,S04,in,5147.875207670805
V000077,S04,out,5147.875207670805
V000055,S16,out,5150.212157997575
V000056,S16,in,5150.212157997575
V000074,S06,out,5162.31386333422
V000075,S06,in,5162.31386333422
V000050,S19,out,5167.60939972493
V000051,S19,in,5167.60939972493
V000077,S05,in,5177.987751330109
V000076,S05,out,5177.987751330109
V000063,S12,in,5178.226974598345
V000062,S12,out,5178.226974598345
V000073,S07,out,5182.823369680235
V000074,S07,in,5182.823369680235
V000061,S13,out,5183.093088679838
V000062,S13,in,5183.093088679838
V000049,S20,out,5183.941603291793
V000050,S20,in,5183.941603291793
V000054,S17,in,5185.862859207102
V000053,S17,out,5185.862859207102
V000081,S03,out,5188.113132255309
V000083,S02,in,5195.134132987175
V000082,S02,out,5195.134132987175
V000065,S11,out,5195.949857930325
V000066,S11,in,5195.949857930325
V000084,S01,out,5196.59701762589
V000085,S01,in,5196.59701762589
V000082,S03,in,5197.113132255309
V000071,S09,out,5198.283417927542
V000072,S08,out,5198.663842003307
V000073,S08,in,5198.663842003307
V000072,S09,in,5202.283417927542
V000078,S04,out,5203.875207670805
V000079,S04,in,5203.875207670805
V000052,S18,out,5204.715957840853
V000053,S18,in,5204.715957840853
V000075,S06,out,5207.31386333422
V000076,S06,in,5207.31386333422
V000056,S16,out,5209.212157997575
V000057,S16,in,5209.212157997575
V000051,S19,out,5218.60939972493
V000052,S19,in,5218.60939972493
V000077,S05,out,5222.987751330109
V000078,S05,in,5222.987751330109
V000075,S07,in,5228.823369680235
V000074,S07,out,5228.823369680235
V000050,S20,out,5231.941603291793
V000051,S20,in,5231.941603291793
V000063,S12,out,5237.226974598345
V000064,S12,in,5237.226974598345
V000055,S17,in,5237.862859207102
V000054,S17,out,5237.862859207102
V000063,S13,in,5239.093088679838
V000062,S13,out,5239.093088679838
V000083,S02,out,5247.134132987175
V000084,S02,in,5247.134132987175
V000066,S11,out,5248.949857930325
V000067,S11,in,5248.949857930325
V000072,S09,out,5249.283417927542
V000073,S08,out,5250.663842003307
V000074,S08,in,5250.663842003307
V000053,S18,out,5252.715957840853
V000054,S18,in,5252.715957840853
V000082,S03,out,5253.113132255309
V000083,S03,in,5253.113132255309
V000073,S09,in,5253.283417927542
V000077,S06,in,5255.31386333422
V000076,S06,out,5255.31386333422
V000085,S01,out,5255.59701762589
V000086,S01,in,5255.59701762589
V000080,S04,in,5258.875207670805
V000079,S04,out,5258.875207670805
V000057,S16,out,5260.212157997575
V000058,S16,in,5275.212157997575
V000078,S05,out,5276.987751330109
V000079,S05,in,5276.987751330109
V000055,S17,out,5278.862859207102
V000056,S17,in,5278.862859207102
V000075,S07,out,5283.823369680235
V000076,S07,in,5283.823369680235
V000052,S19,out,5286.60939972493
V000053,S19,in,5286.60939972493
V000085,S02,in,5294.134132987175
V000084,S02,out,5294.134132987175
V000064,S13,in,5297.093088679838
V000063,S13,out,5297.093088679838
V000065,S12,in,5298.226974598345
V000064,S12,out,5298.226974598345
V000073,S09,out,5298.283417927542
V000055,S18,in,5299.715957840853
V000054,S18,out,5299.715957840853
V000051,S20,out,5300.941603291793
V000052,S20,in,5300.941603291793
V000068,S11,in,5300.949857930325
V000067,S11,out,5300.949857930325
V000083,S03,out,5302.113132255309
V000084,S03,in,5302.113132255309
V000078,S06,in,5306.31386333422
V000077,S06,out,5306.31386333422
V000081,S04,in,5310.875207670805
V000080,S04,out,5310.875207670805
V000087,S01,in,5314.59701762589
V000086,S01,out,5314.59701762589
V000075,S08,in,5315.663842003307
V000074,S08,out,5315.663842003307
V000074,S09,in,5318.283417927542
V000056,S17,out,5319.862859207102
V000057,S17,in,5319.862859207102
V000058,S16,out,5327.212157997575
V000080,S05,in,5328.987751330109
V000079,S05,out,5328.987751330109
V000059,S16,in,5334.212157997575
V000077,S07,in,5336.823369680235
V000076,S07,out,5336.823369680235
V000054,S19,in,5337.60939972493
V000053,S19,out,5337.60939972493
V000085,S02,out,5341.134132987175
V000086,S02,in,5341.134132987175
V000055,S18,out,5354.715957840853
V000056,S18,in,5354.715957840853
V000069,S11,in,5355.949857930325
V000068,S11,out,5355.949857930325
V000065,S13,in,5356.093088679838
V000064,S13,out,5356.093088679838
V000084,S03,out,5356.113132255309
V000085,S03,in,5356.113132255309
V000066,S12,in,5356.226974598345
V000065,S12,out,5356.226974598345
V000057,S17,out,5364.862859207102
V000058,S17,in,5364.862859207102
V000087,S01,out,5373.59701762589
V000088,S01,in,5373.59701762589
V000082,S04,in,5374.875207670805
V000081,S04,out,5374.875207670805
V000052,S20,out,5376.941603291793
V000053,S20,in,5376.941603291793
V000074,S09,out,5380.283417927542
V000076,S08,in,5383.663842003307
V000075,S08,out,5383.663842003307
V000075,S09,in,5386.283417927542
V000080,S05,out,5387.987751330109
V000081,S05,in,5387.987751330109
V000059,S16,out,5390.212157997575
V000054,S19,out,5395.60939972493
V000055,S19,in,5395.60939972493
V000060,S16,in,5396.212157997575
V000087,S02,in,5401.134132987175
V000086,S02,out,5401.134132987175
V000077,S07,out,5404.823369680235
V000085,S03,out,5408.113132255309
V000086,S03,in,5408.113132255309
V000056,S18,out,5408.715957840853
V000057,S18,in,5408.715957840853
V000070,S11,in,5413.949857930325
V000069,S11,out,5413.949857930325
V000067,S12,in,5414.226974598345
V000066,S12,out,5414.226974598345
V000059,S17,in,5416.862859207102
V000058,S17,out,5416.862859207102
V000066,S13,in,5422.093088679838
V000065,S13,out,5422.093088679838
V000089,S01,in,5426.59701762589
V000088,S01,out,5426.59701762589
V000078,S06,out,5427.31386333422
V000079,S06,in,5427.31386333422
V000078,S07,in,5431.823369680235
V000082,S04,out,5437.875207670805
V000083,S04,in,5437.875207670805
V000075,S09,out,5438.283417927542
V000081,S05,out,5439.987751330109
V000082,S05,in,5439.987751330109
V000076,S08,out,5443.663842003307
V000077,S08,in,5443.663842003307
V000060,S16,out,5445.212157997575
V000076,S09,in,5446.283417927542
V000054,S20,in,5446.941603291793
V000053,S20,out,5446.941603291793
V000088,S02,in,5449.134132987175
V000087,S02,out,5449.134132987175
V000061,S16,in,5456.212157997575
V000055,S19,out,5456.60939972493
V000056,S19,in,5456.60939972493
V000086,S03,out,5461.113132255309
V000087,S03,in,5461.113132255309
V000057,S18,out,5463.715957840853
V000058,S18,in,5463.715957840853
V000068,S12,in,5468.226974598345
V000067,S12,out,5468.226974598345
V000071,S11,in,5468.949857930325
V000070,S11,out,5468.949857930325
V000060,S17,in,5472.862859207102
V000059,S17,out,5472.862859207102
V000066,S13,out,5474.093088679838
V000067,S13,in,5474.093088679838
V000089,S01,out,5475.59701762589
V000090,S01,in,5475.59701762589
V000079,S06,out,5480.31386333422
V000080,S06,in,5480.31386333422
V000078,S07,out,5487.823369680235
V000079,S07,in,5487.823369680235
V000077,S08,out,5493.663842003307
V000083,S04,out,5493.875207670805
V000084,S04,in,5493.875207670805
V000078,S08,in,5494.663842003307
V000082,S05,out,5494.987751330109
V000083,S05,in,5494.987751330109
V000076,S09,out,5495.283417927542
V000077,S09,in,5496.283417927542
V000088,S02,out,5500.134132987175
V000089,S02,in,5500.134132987175
V000054,S20,out,5502.941603291793
V000041,S20,in,5502.941603291793
V000061,S16,out,5508.212157997575
V000057,S19,in,5510.60939972493
V000056,S19,out,5510.60939972493
V000087,S03,out,5512.113132255309
V000088,S03,in,5512.113132255309
V000062,S16,in,5512.212157997575
V000071,S11,out,5520.949857930325
V000072,S11,in,5520.949857930325
V000068,S12,out,5521.226974598345
V000069,S12,in,5521.226974598345
V000058,S18,out,5522.715957840853
V000059,S18,in,5522.715957840853
V000067,S13,out,5524.093088679838
V000068,S13,in,5524.093088679838
V000091,S01,in,5524.59701762589
V000090,S01,out,5524.59701762589
V000061,S17,in,5528.862859207102
V000060,S17,out,5528.862859207102
V000080,S06,out,5530.31386333422
V000081,S06,in,5530.31386333422
V000077,S09,out,5537.283417927542
V000083,S05,out,5548.987751330109
V000080,S07,in,5549.823369680235
V000079,S07,out,5549.823369680235
V000090,S02,in,5552.134132987175
V000089,S02,out,5552.134132987175
V000041,S20,out,5554.941603291793
V000055,S20,in,5554.941603291793
V000085,S04,in,5555.875207670805
V000084,S04,out,5555.875207670805
V000084,S05,in,5556.987751330109
V000079,S08,in,5560.663842003307
V000078,S08,out,5560.663842003307
V000078,S09,in,5563.283417927542
V000057,S19,out,5567.60939972493
V000058,S19,in,5567.60939972493
V000088,S03,out,5568.113132255309
V000089,S03,in,5568.113132255309
V000062,S16,out,5569.212157997575
V000068,S13,out,5572.093088679838
V000092,S01,in,5572.59701762589
V000091,S01,out,5572.59701762589
V000059,S18,out,5576.715957840853
V000060,S18,in,5576.715957840853
V000062,S17,in,5580.862859207102
V000061,S17,out,5580.862859207102
V000069,S13,in,5583.093088679838
V000063,S16,in,5583.212157997575
V000072,S11,out,5583.949857930325
V000073,S11,in,5583.949857930325
V000069,S12,out,5584.226974598345
V000070,S12,in,5584.226974598345
V000081,S06,out,5584.31386333422
V000082,S06,in,5584.31386333422
V000080,S07,out,5592.823369680235
V000081,S07,in,5592.823369680235
V000078,S09,out,5605.283417927542
V000056,S20,in,5605.941603291793
V000055,S20,out,5605.941603291793
