run,station_id,tool_id,program_id,vin,t_s,target_nm,spec_low_nm,spec_high_nm,torque_nm,angle_deg,current_a,temp_c,cycle_s,result_status
L1_run_001,S05,L1_run_001-TS05,PF101,V000123,9187.0,57.84,53.18,62.5,58.077,91.07,11.759,36.779,2.711,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000124,9237.0,57.84,53.18,62.5,57.789,94.232,11.627,40.365,2.97,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000125,9294.0,57.84,53.18,62.5,55.389,99.191,11.96,39.404,3.039,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000126,9355.0,57.84,53.18,62.5,58.787,91.94,11.042,39.04,3.472,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000127,9411.0,57.84,53.18,62.5,56.359,95.379,10.94,37.824,3.088,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000128,9465.0,57.84,53.18,62.5,59.404,92.622,10.684,40.079,3.154,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000129,9524.0,57.84,53.18,62.5,55.509,95.875,11.464,39.056,3.517,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000130,9584.0,57.84,53.18,62.5,56.524,93.303,12.255,42.486,2.939,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000131,9641.0,57.84,53.18,62.5,58.389,89.032,11.77,36.442,2.841,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000132,9686.0,57.84,53.18,62.5,57.006,95.866,10.622,38.776,3.274,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000133,9737.0,57.84,53.18,62.5,57.676,95.68,11.148,40.588,3.29,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000134,9787.0,57.84,53.18,62.5,57.881,95.747,10.615,37.291,3.188,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000135,9836.0,57.84,53.18,62.5,57.661,89.771,11.653,38.804,2.876,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000136,9894.0,57.84,53.18,62.5,59.181,94.061,10.887,38.706,3.338,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000137,9961.0,57.84,53.18,62.5,55.012,97.584,10.249,40.004,3.244,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000138,10006.0,57.84,53.18,62.5,59.767,99.691,11.788,39.071,3.37,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000139,10067.0,57.84,53.18,62.5,58.95,88.381,11.738,39.294,2.97,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000140,10118.0,57.84,53.18,62.5,55.794,95.926,10.99,41.301,3.178,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000141,10173.0,57.84,53.18,62.5,56.315,94.73,10.915,38.522,3.287,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000142,10232.0,57.84,53.18,62.5,56.326,98.742,10.832,39.761,3.588,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000143,10280.0,57.84,53.18,62.5,56.573,95.717,11.601,40.372,3.356,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000144,10335.0,57.84,53.18,62.5,56.456,95.008,10.474,38.849,3.18,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000145,10396.0,57.84,53.18,62.5,57.535,97.808,11.513,34.757,3.359,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000146,10446.0,57.84,53.18,62.5,54.975,98.137,10.628,38.529,3.502,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000147,10496.0,57.84,53.18,62.5,56.658,93.876,11.287,37.148,3.291,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000148,10561.0,57.84,53.18,62.5,56.36,97.728,10.435,38.164,3.305,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000149,11056.0,57.84,53.18,62.5,58.737,99.329,11.507,38.895,3.359,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000150,11115.0,57.84,53.18,62.5,59.623,95.725,10.841,39.203,3.618,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000151,11172.0,57.84,53.18,62.5,57.333,101.541,10.719,40.936,3.421,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000152,11237.0,57.84,53.18,62.5,55.821,97.898,11.35,38.686,3.463,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000153,11288.0,57.84,53.18,62.5,55.197,96.355,10.651,39.946,3.193,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000154,11344.0,57.84,53.18,62.5,53.932,95.742,11.948,40.507,3.134,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000155,11400.0,57.84,53.18,62.5,56.88,94.438,10.657,37.694,3.16,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000156,11453.0,57.84,53.18,62.5,54.198,100.781,11.017,39.929,3.053,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000157,11504.0,57.84,53.18,62.5,54.966,98.302,10.096,41.378,3.605,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000158,11557.0,57.84,53.18,62.5,54.888,101.237,10.841,41.292,3.64,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000159,11610.0,57.84,53.18,62.5,57.853,102.858,10.466,39.387,3.293,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000160,11667.0,57.84,53.18,62.5,56.166,98.227,10.789,37.886,3.341,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000161,11920.0,57.84,53.18,62.5,55.355,102.089,9.891,42.301,3.401,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000162,11980.0,57.84,53.18,62.5,55.146,102.15,10.028,41.935,3.384,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000163,12029.0,57.84,53.18,62.5,52.725,106.275,9.895,43.065,3.386,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000164,12080.0,57.84,53.18,62.5,52.252,100.27,10.413,42.756,3.661,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000165,12135.0,57.84,53.18,62.5,56.629,100.769,11.232,40.707,3.39,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000166,12192.0,57.84,53.18,62.5,54.65,101.452,9.986,41.314,3.377,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000167,12248.0,57.84,53.18,62.5,54.452,101.393,9.743,43.128,3.699,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000168,12314.0,57.84,53.18,62.5,58.066,100.584,10.511,41.269,3.639,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000169,12376.0,57.84,53.18,62.5,55.749,100.651,10.387,40.73,3.454,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000170,12427.0,57.84,53.18,62.5,59.232,104.93,10.461,44.765,3.656,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000171,12495.0,57.84,53.18,62.5,58.477,99.986,10.071,42.766,3.577,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000172,12553.0,57.84,53.18,62.5,53.16,101.722,10.347,43.659,4.015,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000173,12605.0,57.84,53.18,62.5,54.092,104.298,9.993,44.004,3.535,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000174,12667.0,57.84,53.18,62.5,51.398,104.152,10.585,41.481,3.386,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000175,12714.0,57.84,53.18,62.5,53.625,108.394,9.665,43.499,3.6,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000176,12806.0,57.84,53.18,62.5,56.325,108.777,9.403,43.731,3.725,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000177,12861.0,57.84,53.18,62.5,52.414,110.156,10.246,46.02,3.798,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000178,12928.0,57.84,53.18,62.5,55.655,106.196,9.483,41.904,3.877,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000179,12987.0,57.84,53.18,62.5,53.502,105.964,10.53,42.826,3.673,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000180,13052.0,57.84,53.18,62.5,52.862,110.075,9.825,45.005,4.061,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000181,13110.0,57.84,53.18,62.5,56.43,112.337,9.982,45.451,3.272,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000182,13166.0,57.84,53.18,62.5,58.176,106.476,9.65,44.04,3.806,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000183,13265.0,57.84,53.18,62.5,51.14,111.681,9.487,42.671,3.798,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000184,13341.0,57.84,53.18,62.5,54.236,108.089,10.106,43.435,3.512,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000185,13421.0,57.84,53.18,62.5,57.076,108.725,8.862,42.591,3.78,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000186,13539.0,57.84,53.18,62.5,53.956,108.393,9.881,45.856,4.193,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000187,13648.0,57.84,53.18,62.5,50.405,107.491,9.102,43.444,3.668,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000188,16319.0,57.84,53.18,62.5,51.053,108.264,9.264,45.734,3.548,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000189,16386.0,57.84,53.18,62.5,55.093,105.172,10.518,45.11,3.656,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000190,16618.0,57.84,53.18,62.5,52.091,111.99,9.481,43.592,3.798,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000191,16713.0,57.84,53.18,62.5,56.284,109.495,10.405,44.62,3.589,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000192,16816.0,57.84,53.18,62.5,53.505,114.42,9.561,45.27,3.571,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000193,16898.0,57.84,53.18,62.5,56.167,107.736,10.309,44.511,3.715,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000194,16989.0,57.84,53.18,62.5,51.677,109.028,9.247,45.465,3.736,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000195,17088.0,57.84,53.18,62.5,53.694,105.985,9.623,44.732,3.795,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000196,17173.0,57.84,53.18,62.5,54.034,106.644,10.725,44.35,3.796,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000197,17247.0,57.84,53.18,62.5,56.3,109.19,10.073,45.102,3.471,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000198,17320.0,57.84,53.18,62.5,52.386,104.684,10.204,46.02,3.981,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000199,17399.0,57.84,53.18,62.5,54.129,109.126,9.839,43.155,4.128,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000200,17502.0,57.84,53.18,62.5,51.925,110.834,9.619,47.461,4.116,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000201,17587.0,57.84,53.18,62.5,54.707,109.857,9.702,46.699,3.864,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000202,17671.0,57.84,53.18,62.5,51.538,115.374,10.441,46.565,4.217,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000203,17750.0,57.84,53.18,62.5,54.229,111.029,9.67,44.896,3.619,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000204,17842.0,57.84,53.18,62.5,58.039,107.269,10.079,47.199,3.55,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000205,17941.0,57.84,53.18,62.5,51.907,108.856,9.908,45.905,3.401,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000206,18540.0,57.84,53.18,62.5,54.988,113.955,10.329,47.404,3.654,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000207,18601.0,57.84,53.18,62.5,54.858,105.656,10.057,46.991,3.875,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000208,18673.0,57.84,53.18,62.5,53.724,109.359,9.474,42.16,3.843,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000209,18739.0,57.84,53.18,62.5,54.335,107.246,9.125,42.944,3.813,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000210,18805.0,57.84,53.18,62.5,52.461,113.743,9.36,44.01,3.544,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000211,18871.0,57.84,53.18,62.5,53.516,105.169,9.714,44.238,3.803,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000212,18928.0,57.84,53.18,62.5,55.065,112.135,9.621,44.948,3.686,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000213,18989.0,57.84,53.18,62.5,51.521,111.877,11.097,41.016,3.782,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000214,19052.0,57.84,53.18,62.5,51.883,110.994,9.707,45.585,3.998,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000215,19468.0,57.84,53.18,62.5,53.378,113.576,9.908,45.735,3.74,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000216,19524.0,57.84,53.18,62.5,55.618,111.928,9.543,42.796,3.65,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000217,19586.0,57.84,53.18,62.5,52.054,108.96,9.935,45.441,3.874,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000218,19642.0,57.84,53.18,62.5,55.723,106.971,9.773,46.915,3.637,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000219,19700.0,57.84,53.18,62.5,54.027,108.57,9.515,45.124,3.755,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000220,19755.0,57.84,53.18,62.5,56.037,112.525,10.575,45.853,4.101,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000221,19826.0,57.84,53.18,62.5,52.328,112.907,9.182,42.596,3.726,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000222,19887.0,57.84,53.18,62.5,52.783,104.308,9.78,48.273,3.944,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000223,19942.0,57.84,53.18,62.5,55.373,111.403,9.904,44.635,3.866,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000224,20006.0,57.84,53.18,62.5,54.013,105.475,8.998,45.685,3.736,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000225,20071.0,57.84,53.18,62.5,51.878,113.742,10.192,44.895,3.557,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000226,20189.0,57.84,53.18,62.5,52.955,109.862,9.593,41.076,3.793,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000227,20243.0,57.84,53.18,62.5,54.581,104.313,9.679,45.278,3.816,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000228,20298.0,57.84,53.18,62.5,53.922,110.319,9.703,47.441,3.668,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000229,20352.0,57.84,53.18,62.5,54.577,112.248,9.229,43.634,3.88,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000230,20411.0,57.84,53.18,62.5,53.485,109.305,10.051,48.411,3.664,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000231,20469.0,57.84,53.18,62.5,53.122,110.912,9.197,46.268,4.026,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000232,20526.0,57.84,53.18,62.5,54.196,109.293,9.696,44.115,3.916,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000233,20582.0,57.84,53.18,62.5,56.829,107.432,9.868,44.183,3.689,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000234,20636.0,57.84,53.18,62.5,51.068,106.719,10.192,42.807,3.619,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000235,20686.0,57.84,53.18,62.5,50.579,109.556,9.176,46.2,3.723,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000236,20747.0,57.84,53.18,62.5,54.578,111.012,9.272,42.499,3.448,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000237,20811.0,57.84,53.18,62.5,52.03,109.048,10.113,46.881,4.197,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000238,20864.0,57.84,53.18,62.5,54.272,108.707,10.295,43.91,3.656,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000239,20920.0,57.84,53.18,62.5,55.774,108.387,9.735,43.265,3.852,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000240,20996.0,57.84,53.18,62.5,52.032,105.934,10.351,46.308,3.703,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000241,21082.0,57.84,53.18,62.5,52.532,110.52,9.527,44.202,3.962,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000242,21161.0,57.84,53.18,62.5,55.137,111.737,10.019,44.883,3.888,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000243,21255.0,57.84,53.18,62.5,53.19,105.31,10.164,46.376,3.871,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000244,21324.0,57.84,53.18,62.5,51.646,109.845,9.767,46.203,3.562,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000245,21422.0,57.84,53.18,62.5,53.957,109.8,9.555,47.499,3.761,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000246,21497.0,57.84,53.18,62.5,51.131,114.169,9.846,44.866,3.661,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000247,21586.0,57.84,53.18,62.5,55.585,109.591,10.434,43.961,3.767,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000248,21675.0,57.84,53.18,62.5,51.006,107.771,9.644,44.316,3.625,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000249,21765.0,57.84,53.18,62.5,54.376,110.729,9.608,46.217,3.73,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000250,21855.0,57.84,53.18,62.5,55.105,112.143,9.626,44.141,3.678,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000251,22315.0,57.84,53.18,62.5,54.615,114.081,9.646,44.653,3.875,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000252,22378.0,57.84,53.18,62.5,54.609,107.677,10.338,41.937,3.889,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000253,22571.0,57.84,53.18,62.5,53.372,106.91,9.245,45.527,3.742,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000254,22628.0,57.84,53.18,62.5,54.724,113.13,10.177,45.115,3.563,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000255,22688.0,57.84,53.18,62.5,54.723,107.452,9.948,42.458,4.029,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000256,22758.0,57.84,53.18,62.5,53.179,107.565,10.065,45.408,3.637,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000257,22817.0,57.84,53.18,62.5,55.621,105.468,9.279,42.923,3.833,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000258,22880.0,57.84,53.18,62.5,53.734,108.805,9.357,46.519,3.58,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000259,22933.0,57.84,53.18,62.5,55.152,111.958,9.971,43.317,3.662,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000260,22997.0,57.84,53.18,62.5,55.429,106.428,9.592,48.254,4.077,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000261,23057.0,57.84,53.18,62.5,51.44,114.022,9.295,45.995,3.319,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000262,23111.0,57.84,53.18,62.5,53.094,103.789,10.12,47.676,3.45,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000263,23193.0,57.84,53.18,62.5,54.376,110.39,9.25,45.229,3.742,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000264,23264.0,57.84,53.18,62.5,54.578,108.577,9.983,43.361,3.73,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000265,23326.0,57.84,53.18,62.5,55.118,112.845,9.418,46.754,4.091,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000266,23390.0,57.84,53.18,62.5,51.469,111.238,9.485,45.232,4.153,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000267,24329.0,57.84,53.18,62.5,55.954,106.911,10.588,42.503,3.964,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000268,24423.0,57.84,53.18,62.5,55.696,107.603,10.787,47.771,3.807,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000269,24468.0,57.84,53.18,62.5,51.701,109.665,9.875,47.187,3.955,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000270,24518.0,57.84,53.18,62.5,56.059,105.702,10.47,46.503,3.597,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000271,24584.0,57.84,53.18,62.5,54.146,103.229,10.364,43.821,4.019,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000272,24635.0,57.84,53.18,62.5,54.63,112.02,10.363,46.81,3.498,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000273,24691.0,57.84,53.18,62.5,55.266,110.008,9.739,45.749,3.272,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000274,24758.0,57.84,53.18,62.5,53.726,109.622,10.185,48.837,3.838,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000275,24822.0,57.84,53.18,62.5,56.118,109.448,10.176,45.986,3.826,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000276,24885.0,57.84,53.18,62.5,54.591,110.471,10.076,45.85,3.966,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000277,24939.0,57.84,53.18,62.5,53.278,110.379,9.945,45.27,3.483,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000278,25000.0,57.84,53.18,62.5,52.452,111.93,9.52,46.84,4.014,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000279,25073.0,57.84,53.18,62.5,55.683,115.194,9.74,49.661,3.756,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000280,25137.0,57.84,53.18,62.5,54.163,110.207,10.284,49.308,3.79,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000281,25199.0,57.84,53.18,62.5,52.966,111.648,9.91,45.874,3.864,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000282,25257.0,57.84,53.18,62.5,51.607,111.331,9.967,42.392,3.772,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000283,25404.0,57.84,53.18,62.5,50.971,113.076,9.652,44.878,4.162,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000284,25473.0,57.84,53.18,62.5,54.515,109.035,9.828,45.688,3.731,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000285,25525.0,57.84,53.18,62.5,51.056,113.147,9.632,46.67,3.8,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000286,25908.0,57.84,53.18,62.5,52.339,108.359,10.118,43.885,4.118,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000287,26005.0,57.84,53.18,62.5,54.558,107.766,10.132,47.1,3.792,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000288,26065.0,57.84,53.18,62.5,54.856,106.737,9.886,45.088,3.882,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000289,26124.0,57.84,53.18,62.5,51.678,108.387,9.681,46.593,3.689,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000290,26234.0,57.84,53.18,62.5,54.797,110.33,10.581,49.742,3.581,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000291,26283.0,57.84,53.18,62.5,56.427,106.39,10.242,45.723,3.859,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000292,26337.0,57.84,53.18,62.5,53.957,108.769,10.092,47.031,3.859,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000293,26392.0,57.84,53.18,62.5,54.516,112.93,9.854,43.828,3.75,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000294,26507.0,57.84,53.18,62.5,52.414,110.33,9.351,45.463,4.018,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000295,26579.0,57.84,53.18,62.5,55.757,106.818,10.087,48.489,3.644,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000296,26641.0,57.84,53.18,62.5,52.975,108.321,9.584,47.587,3.672,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000297,26701.0,57.84,53.18,62.5,53.464,112.004,9.492,44.363,3.744,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000298,26765.0,57.84,53.18,62.5,56.708,108.447,9.87,46.457,3.899,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000299,26826.0,57.84,53.18,62.5,55.198,116.003,9.958,47.593,3.788,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000300,26882.0,57.84,53.18,62.5,53.692,109.306,10.005,47.053,3.733,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000301,26941.0,57.84,53.18,62.5,53.065,104.242,10.385,47.443,3.506,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000302,27009.0,57.84,53.18,62.5,53.05,106.206,9.303,45.008,3.709,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000303,27061.0,57.84,53.18,62.5,49.667,108.859,9.524,42.995,3.803,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000304,27129.0,57.84,53.18,62.5,52.114,110.335,10.121,46.161,4.207,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000305,27238.0,57.84,53.18,62.5,52.999,111.327,9.422,47.224,4.126,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000306,27349.0,57.84,53.18,62.5,52.597,110.857,9.67,43.462,3.885,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000307,27427.0,57.84,53.18,62.5,54.955,105.945,9.65,46.625,3.887,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000308,27737.0,57.84,53.18,62.5,54.146,110.348,10.071,47.243,3.598,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000309,27799.0,57.84,53.18,62.5,57.875,103.909,9.739,46.009,3.641,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000310,27867.0,57.84,53.18,62.5,50.438,107.793,9.571,47.189,3.954,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000311,27928.0,57.84,53.18,62.5,53.415,115.049,10.304,43.675,3.928,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000312,27995.0,57.84,53.18,62.5,50.846,109.508,10.069,46.559,3.917,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000313,28054.0,57.84,53.18,62.5,53.846,111.271,9.928,44.902,3.594,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000314,28113.0,57.84,53.18,62.5,56.861,109.364,10.574,44.095,4.046,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000315,28178.0,57.84,53.18,62.5,56.213,109.388,9.242,46.666,3.569,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000316,28239.0,57.84,53.18,62.5,52.964,116.09,10.206,45.195,3.668,NOK
L1_run_001,S05,L1_run_001-TS05,PF101,V000317,28304.0,57.84,53.18,62.5,53.309,109.813,9.676,49.445,3.869,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000318,28383.0,57.84,53.18,62.5,56.174,106.253,10.181,45.974,3.828,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000319,28468.0,57.84,53.18,62.5,54.019,107.638,8.881,45.369,4.017,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000320,28560.0,57.84,53.18,62.5,55.55,112.088,10.319,43.92,3.774,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000321,28646.0,57.84,53.18,62.5,56.808,101.854,10.471,45.134,3.709,OK
L1_run_001,S05,L1_run_001-TS05,PF101,V000322,28730.0,57.84,53.18,62.5,51.486,107.412,9.32,47.137,4.093,NOK
L1_run_001,S06,L1_run_001-TS06,PF102,V000001,329.0,80.65,71.16,90.13,81.38,90.563,11.56,37.999,3.293,OK
