run,block,station,p60,became
L1_run_010,5,S13,0.0,0
L1_run_010,5,S14,0.0,0
L1_run_010,5,S15,0.0,1
L1_run_010,5,S16,0.0,0
L1_run_010,5,S17,0.0,0
L1_run_010,5,S18,0.0,0
L1_run_010,5,S20,0.0,0
L1_run_010,6,S09,1.0,0
L1_run_010,6,S10,1.0,0
L1_run_010,6,S17,0.966,0
L1_run_010,6,S06,0.946,0
L1_run_010,6,S11,0.939,0
L1_run_010,6,S14,0.928,0
L1_run_010,6,S18,0.735,0
L1_run_010,6,S02,0.555,0
L1_run_010,6,S16,0.247,0
L1_run_010,6,S01,0.155,0
L1_run_010,6,S03,0.143,0
L1_run_010,6,S07,0.0,0
L1_run_010,6,S08,0.0,0
L1_run_010,6,S15,0.0,1
L1_run_010,6,S19,0.0,0
L1_run_010,6,S20,0.0,0
L1_run_011,2,S09,0.037,0
L1_run_011,2,S16,0.001,0
L1_run_011,2,S01,0.0,0
L1_run_011,2,S02,0.0,0
L1_run_011,2,S03,0.0,0
L1_run_011,2,S04,0.0,0
L1_run_011,2,S05,0.0,0
L1_run_011,2,S07,0.0,0
L1_run_011,2,S10,0.0,0
L1_run_011,2,S12,0.0,0
L1_run_011,2,S13,0.0,0
L1_run_011,2,S14,0.0,0
L1_run_011,2,S15,0.0,0
L1_run_011,2,S17,0.0,0
L1_run_011,2,S18,0.0,0
L1_run_011,2,S20,0.0,1
L1_run_011,3,S12,0.659,0
L1_run_011,3,S20,0.559,0
L1_run_011,3,S07,0.4,0
L1_run_011,3,S02,0.185,0
L1_run_011,3,S16,0.182,0
L1_run_011,3,S14,0.176,0
L1_run_011,3,S05,0.174,0
L1_run_011,3,S18,0.145,0
L1_run_011,3,S01,0.055,0
L1_run_011,3,S03,0.045,0
L1_run_011,3,S15,0.004,0
L1_run_011,3,S10,0.001,0
L1_run_011,3,S17,0.001,1
L1_run_011,3,S04,0.0,0
L1_run_011,3,S11,0.0,0
L1_run_011,3,S13,0.0,0
L1_run_011,4,S07,0.023,0
L1_run_011,4,S01,0.0,0
L1_run_011,4,S02,0.0,0
L1_run_011,4,S03,0.0,0
L1_run_011,4,S04,0.0,0
L1_run_011,4,S05,0.0,0
L1_run_011,4,S09,0.0,0
L1_run_011,4,S10,0.0,0
L1_run_011,4,S11,0.0,0
L1_run_011,4,S12,0.0,0
L1_run_011,4,S13,0.0,0
L1_run_011,4,S14,0.0,0
L1_run_011,4,S16,0.0,0
L1_run_011,4,S17,0.0,1
L1_run_011,4,S18,0.0,0
L1_run_011,4,S20,0.0,0
L1_run_011,5,S07,0.131,0
L1_run_011,5,S01,0.0,0
L1_run_011,5,S02,0.0,0
L1_run_011,5,S03,0.0,0
L1_run_011,5,S04,0.0,0
L1_run_011,5,S05,0.0,0
L1_run_011,5,S09,0.0,0
L1_run_011,5,S10,0.0,0
L1_run_011,5,S11,0.0,0
L1_run_011,5,S12,0.0,0
L1_run_011,5,S13,0.0,0
L1_run_011,5,S14,0.0,0
L1_run_011,5,S15,0.0,0
L1_run_011,5,S16,0.0,0
L1_run_011,5,S18,0.0,0
L1_run_011,5,S20,0.0,0
L1_run_011,6,S16,0.001,0
L1_run_011,6,S01,0.0,0
L1_run_011,6,S02,0.0,0
L1_run_011,6,S03,0.0,0
L1_run_011,6,S04,0.0,0
L1_run_011,6,S05,0.0,0
L1_run_011,6,S07,0.0,0
L1_run_011,6,S09,0.0,0
L1_run_011,6,S10,0.0,0
L1_run_011,6,S11,0.0,0
L1_run_011,6,S12,0.0,0
L1_run_011,6,S13,0.0,0
L1_run_011,6,S14,0.0,0
L1_run_011,6,S15,0.0,0
L1_run_011,6,S18,0.0,0
L1_run_011,6,S20,0.0,0
L1_run_012,2,S08,0.025,0
L1_run_012,2,S10,0.005,0
L1_run_012,2,S01,0.0,0
L1_run_012,2,S02,0.0,0
L1_run_012,2,S03,0.0,0
L1_run_012,2,S04,0.0,0
L1_run_012,2,S05,0.0,0
L1_run_012,2,S06,0.0,0
L1_run_012,2,S07,0.0,0
L1_run_012,2,S12,0.0,0
L1_run_012,2,S15,0.0,0
L1_run_012,2,S16,0.0,0
L1_run_012,2,S17,0.0,0
L1_run_012,2,S18,0.0,0
L1_run_012,2,S19,0.0,1
L1_run_012,2,S20,0.0,0
L1_run_012,3,S16,0.512,0
L1_run_012,3,S20,0.111,1
L1_run_012,3,S19,0.039,0
L1_run_012,3,S01,0.033,0
L1_run_012,3,S06,0.01,0
L1_run_012,3,S18,0.004,0
L1_run_012,3,S15,0.002,0
L1_run_012,3,S17,0.001,0
L1_run_012,3,S02,0.0,0
L1_run_012,3,S03,0.0,0
L1_run_012,3,S04,0.0,0
L1_run_012,3,S05,0.0,0
L1_run_012,3,S07,0.0,0
L1_run_012,3,S09,0.0,0
L1_run_012,3,S10,0.0,0
L1_run_012,3,S12,0.0,0
L1_run_012,4,S20,0.052,0
L1_run_012,4,S01,0.0,0
L1_run_012,4,S02,0.0,0
L1_run_012,4,S03,0.0,0
L1_run_012,4,S04,0.0,0
L1_run_012,4,S05,0.0,0
L1_run_012,4,S06,0.0,0
L1_run_012,4,S07,0.0,0
L1_run_012,4,S08,0.0,1
L1_run_012,4,S09,0.0,0
L1_run_012,4,S10,0.0,0
L1_run_012,4,S12,0.0,0
L1_run_012,4,S15,0.0,0
L1_run_012,4,S16,0.0,0
L1_run_012,4,S17,0.0,0
L1_run_012,4,S19,0.0,0
L1_run_012,5,S08,0.829,1
L1_run_012,5,S07,0.025,0
L1_run_012,5,S01,0.0,0
L1_run_012,5,S02,0.0,0
L1_run_012,5,S03,0.0,0
L1_run_012,5,S04,0.0,0
L1_run_012,5,S05,0.0,0
L1_run_012,5,S06,0.0,0
L1_run_012,5,S09,0.0,0
L1_run_012,5,S10,0.0,0
L1_run_012,5,S12,0.0,0
L1_run_012,5,S15,0.0,0
L1_run_012,5,S16,0.0,0
L1_run_012,5,S18,0.0,0
L1_run_012,5,S19,0.0,0
L1_run_012,5,S20,0.0,0
L1_run_012,6,S10,0.427,0
L1_run_012,6,S01,0.0,0
L1_run_012,6,S02,0.0,0
L1_run_012,6,S03,0.0,0
L1_run_012,6,S04,0.0,0
L1_run_012,6,S05,0.0,0
L1_run_012,6,S06,0.0,0
L1_run_012,6,S07,0.0,0
L1_run_012,6,S09,0.0,0
L1_run_012,6,S12,0.0,0
L1_run_012,6,S15,0.0,0
L1_run_012,6,S16,0.0,0
L1_run_012,6,S17,0.0,0
L1_run_012,6,S18,0.0,0
L1_run_012,6,S19,0.0,0
L1_run_012,6,S20,0.0,0
